sc_point_gid,class,capacity,capital_adder_per_mw,cf
157665,8,246.0,354681.11,0.3794
157666,8,270.0,312382.96,0.3763
157667,9,270.0,591233.94,0.4089
157668,9,258.0,279740.87,0.4035
157669,9,264.0,372770.77,0.4124
157670,9,282.0,121805.3,0.4129
157671,9,264.0,21980.46,0.423
157672,9,264.0,-4606.72,0.4186
157673,9,270.0,-16554.42,0.4063
157674,9,264.0,-28527.56,0.3919
157675,8,270.0,-30486.11,0.3776
157676,8,252.0,-10653.9,0.3741
157677,8,264.0,-36963.72,0.368
157678,7,264.0,-53187.56,0.3578
157679,7,258.0,-61313.05,0.3409
157680,6,252.0,-60903.62,0.3191
157681,7,222.0,-40879.2,0.3342
157682,7,246.0,-55222.98,0.3315
157683,6,228.0,-59839.75,0.3176
157684,6,252.0,-68061.36,0.3071
157685,6,240.0,-63214.92,0.3118
157686,6,240.0,-68178.78,0.3115
157687,6,240.0,-41721.91,0.3016
157688,6,228.0,-47985.6,0.2985
157689,6,246.0,-26040.09,0.3048
157690,6,252.0,-43357.05,0.3214
157691,6,252.0,-70687.83,0.3226
157692,6,258.0,-81214.35,0.3187
157693,6,258.0,-71432.09,0.3168
157694,6,246.0,-64632.67,0.3167
157695,6,246.0,-44026.01,0.3263
157696,6,252.0,-33756.01,0.3218
157697,6,252.0,-72611.12,0.3101
157698,6,276.0,-72145.09,0.3143
157699,6,258.0,-65346.39,0.3129
157700,6,252.0,-51.94,0.3065
157701,6,240.0,-48849.56,0.303
157702,6,234.0,-66090.99,0.3097
157703,5,228.0,-68389.21,0.2945
157704,6,222.0,-73812.52,0.297
157705,6,234.0,-78100.26,0.2989
157706,6,252.0,-67627.19,0.3136
157707,6,264.0,-67548.56,0.3155
157708,6,252.0,-72522.36,0.3219
157709,6,240.0,-46284.57,0.3214
157710,7,246.0,-50899.11,0.3297
157711,6,240.0,-49080.96,0.3279
157712,7,228.0,-31402.86,0.3337
157713,6,210.0,-27767.49,0.3244
157714,7,240.0,-48942.38,0.3318
157715,7,246.0,-45584.82,0.3358
157716,6,258.0,-60465.19,0.322
157717,6,258.0,-41742.44,0.3193
157718,6,240.0,-45385.59,0.3225
157719,6,252.0,-60088.06,0.3126
157720,6,240.0,-71255.99,0.3113
157721,6,264.0,-85576.14,0.3085
157722,6,258.0,-88044.96,0.296
157723,5,246.0,-67319.09,0.2895
157724,6,258.0,-72021.15,0.2961
157725,6,258.0,-72742.24,0.3104
157726,6,258.0,-60391.08,0.2994
157727,6,246.0,-77252.98,0.3068
157728,6,246.0,-66530.23,0.3048
157729,6,270.0,7071.83,0.2996
157730,6,246.0,-63689.2,0.3033
157731,5,264.0,-90413.66,0.2885
157732,5,240.0,-90296.01,0.2639
157733,5,252.0,-73895.05,0.2664
157734,5,252.0,-88025.86,0.283
157735,5,258.0,-86447.26,0.2769
157736,4,240.0,-69448.2,0.2556
157737,5,252.0,-84280.23,0.2672
157738,5,252.0,-87579.51,0.2705
157739,5,252.0,-85204.59,0.2737
157740,4,252.0,-52492.27,0.2469
157741,5,252.0,-27141.03,0.2651
157742,5,264.0,-89704.74,0.2805
157743,5,252.0,-88483.5,0.2829
157744,4,246.0,-68747.03,0.2527
157745,4,258.0,-54818.21,0.2517
157746,5,252.0,-57259.17,0.2713
157747,5,246.0,-45964.53,0.2839
157748,6,240.0,39177.34,0.3035
157749,5,258.0,-34921.41,0.2673
157750,4,228.0,-28166.8,0.2553
157751,5,240.0,-57680.18,0.2783
157752,4,252.0,-62263.78,0.2547
157753,5,258.0,-65651.17,0.2751
157754,4,228.0,19588.3,0.2606
157755,4,240.0,119163.82,0.2449
157756,5,246.0,-22070.43,0.2728
157757,5,264.0,-64395.24,0.2751
157758,5,252.0,-54660.98,0.2831
157759,5,258.0,-36873.37,0.2924
157760,5,240.0,36476.09,0.2857
157761,4,228.0,-30162.36,0.2569
157762,5,252.0,-15645.89,0.2779
157763,5,264.0,10573.27,0.2932
157764,5,252.0,-30081.75,0.2902
157765,5,246.0,-64945.19,0.2786
157766,4,246.0,-75890.05,0.2537
157767,4,240.0,-87173.4,0.2509
157768,4,270.0,-93510.24,0.2314
157769,4,258.0,-87220.05,0.2406
157770,5,228.0,-53811.05,0.2652
157771,5,258.0,-63438.28,0.2804
157772,5,216.0,96679.79,0.2779
157773,5,174.0,293415.57,0.2672
157774,5,216.0,-63375.94,0.2712
157775,5,246.0,-94771.23,0.2795
157776,6,258.0,-89679.4,0.2984
157777,5,252.0,-100893.43,0.292
157778,5,240.0,-75734.71,0.2905
157779,5,228.0,-23080.32,0.2777
157780,5,246.0,-79694.37,0.2848
157781,6,246.0,-100591.77,0.3038
157782,5,246.0,-101026.09,0.2813
157783,5,258.0,-101543.42,0.2834
157784,6,252.0,-98225.76,0.2962
157785,6,246.0,-97922.13,0.3005
157786,6,240.0,-86493.75,0.3125
157787,6,246.0,-72435.68,0.3152
157788,6,216.0,141197.48,0.3169
157789,6,216.0,133110.72,0.3231
157790,6,252.0,-53700.36,0.3
157791,6,240.0,-31964.9,0.2975
157792,6,252.0,50112.45,0.2987
157793,6,210.0,150419.38,0.3017
157794,6,234.0,7512.56,0.2986
157795,6,228.0,261280.54,0.2984
157796,6,192.0,1223275.99,0.308
157798,7,60.0,262366.29,0.3426
158219,2,54.0,104801.54,0.1792
158222,4,198.0,6590.14,0.2435
158223,3,240.0,2164.42,0.2168
158224,2,240.0,-2053.51,0.1726
158225,2,258.0,-9054.46,0.1569
158226,3,282.0,-25932.83,0.2141
158227,3,246.0,-17968.03,0.1954
158228,3,270.0,-24272.02,0.2095
158229,4,276.0,-30499.07,0.2407
158230,3,258.0,-25023.04,0.2164
158231,3,288.0,-23005.28,0.2008
158232,3,276.0,-16462.83,0.2035
158233,3,228.0,-1963.63,0.205
158234,2,210.0,107978.25,0.1703
158235,3,180.0,1310442.38,0.1966
158238,2,234.0,1155864.13,0.1679
158239,3,276.0,50081.22,0.2109
158240,3,252.0,5181.3,0.2167
158241,2,234.0,-18294.19,0.1684
158242,3,234.0,-36282.82,0.2027
158243,4,288.0,-42315.45,0.257
158244,2,252.0,-23897.78,0.1803
158245,4,270.0,-16563.4,0.2302
158246,5,276.0,-35153.18,0.2811
158247,3,270.0,-36398.4,0.2276
158248,2,270.0,-33811.48,0.1845
