sc_point_gid,class,capacity,capital_adder_per_mw,cf
54333,2,5663.38,-63155.31,0.2397
54334,2,5677.29,-63860.03,0.2386
54335,2,5484.31,-63116.9,0.2364
54336,2,5576.28,-66118.52,0.2357
54337,2,5178.73,-65349.38,0.235
54338,2,5101.6,-59463.74,0.2349
54339,2,5279.64,-65433.45,0.2343
54340,2,5217.65,-63579.16,0.2345
54341,2,4995.03,-65191.21,0.2346
54342,2,5100.44,-67289.89,0.2334
54343,1,4876.42,-67819.97,0.233
54344,2,4796.93,-66763.98,0.2336
54345,1,4029.67,-72496.58,0.233
54346,1,4410.38,-71673.01,0.2333
54347,1,4930.79,-73237.17,0.2333
54348,1,4870.16,-70099.17,0.2332
54349,1,5240.17,-67410.99,0.233
54350,1,4710.5,-69673.77,0.2324
54351,1,5444.09,-65735.39,0.2323
54352,1,4816.27,-66134.43,0.2327
54353,1,5460.77,-65988.95,0.2324
54354,1,5436.37,-65343.54,0.2321
54355,1,5324.15,-65554.21,0.2317
54356,1,5187.31,-64868.12,0.2317
54357,1,5122.96,-63260.0,0.2311
54358,1,4946.49,-61663.03,0.2302
54359,1,5408.81,-60630.9,0.2297
54360,1,5338.01,-60486.82,0.2305
54361,1,4901.17,-52099.36,0.233
54362,2,4788.53,-59650.76,0.2339
54363,1,4612.77,-60567.75,0.2328
54364,1,4544.98,-59667.73,0.2332
54365,2,4405.41,-44826.05,0.2337
54366,1,5129.05,-55901.64,0.2325
54367,1,5188.26,-61719.4,0.2317
54368,1,4695.21,-63218.23,0.2306
54369,1,4565.04,-62966.89,0.23
54370,1,5381.17,-54467.36,0.2299
54371,1,5064.33,-54511.36,0.2291
54372,1,4865.5,-55069.2,0.2292
54373,1,5432.73,-54935.74,0.2289
54374,1,5581.69,-52833.18,0.2286
54375,1,5534.37,-53806.57,0.2291
54376,1,4982.45,-51557.37,0.2299
54377,1,4692.47,-49934.89,0.2279
54378,1,5138.35,-41353.12,0.227
54379,1,5599.24,-32830.06,0.2266
54380,1,5270.49,-37058.42,0.2261
54381,1,4913.22,-39332.11,0.2263
