sc_point_gid,class,capacity,capital_adder_per_mw,cf
106447,1,642.7,-44794.15,0.2385
106448,1,1118.21,-28465.38,0.2377
106449,1,1805.55,-19627.4,0.2381
106450,1,1129.08,-40294.0,0.2378
106451,1,1061.21,-40031.83,0.2385
106452,1,1290.71,-39897.28,0.2382
106453,1,1520.88,-33418.48,0.238
106454,1,1143.97,-35283.61,0.2388
106455,1,716.7,-54104.0,0.2385
106456,1,605.49,-45872.65,0.2368
106457,1,435.13,-26994.02,0.2347
106458,1,795.62,-41511.36,0.2373
106459,1,904.62,-53870.0,0.2368
106460,1,802.2,-55120.76,0.2369
106461,1,519.07,-55851.63,0.2351
106462,1,756.33,-48887.29,0.2346
106463,1,1728.58,-33568.51,0.2365
106464,1,859.01,-56385.65,0.2373
106465,1,675.43,-57422.0,0.2372
106466,1,565.18,-58183.43,0.2357
106467,1,693.69,-49683.41,0.2348
106468,1,699.95,-41973.54,0.2343
106469,1,1225.87,-17108.78,0.2319
106470,1,1559.56,-18566.37,0.2317
106471,1,1763.01,-18034.85,0.2322
106472,1,1122.83,-28691.19,0.2307
106473,1,1191.09,-41633.07,0.2293
106474,1,1966.9,-33399.36,0.2284
106475,1,1370.19,-26417.23,0.2274
106476,1,932.71,8071.32,0.2257
106477,1,1293.12,-17733.46,0.2234
106478,1,801.77,-25758.18,0.2226
106479,1,1318.46,-26160.43,0.2222
106480,1,1894.58,-23245.3,0.2214
106481,1,1239.04,-18852.6,0.2208
106482,1,1260.16,-21395.35,0.2221
106483,1,2655.28,-22498.56,0.2217
106484,1,1724.94,-5066.13,0.2211
106485,1,769.2,38397.33,0.2198
106486,1,1056.66,12076.36,0.2195
