sc_point_gid,year,capacity
132415,2021,48.0
132995,2021,264.0
133099,2021,54.0
133781,2021,145.6
133783,2021,11.5
134468,2021,114.0
134919,2021,36.2
135152,2021,48.0
135604,2021,61.2
135605,2021,22.5
136414,2021,141.2
136973,2021,42.0
139150,2021,20.0
140518,2021,258.0
144621,2021,105.0
145989,2021,165.0
146737,2021,48.0
147421,2021,120.0
148041,2021,66.0
148105,2021,120.0
149409,2021,54.0
149468,2021,118.3
149469,2021,140.0
150160,2021,90.0
150844,2021,114.0
151523,2021,199.0
151528,2021,54.0
152212,2021,93.8
154259,2021,60.0
154943,2021,72.0
155627,2021,54.0
155629,2021,36.0
156248,2021,186.0
156311,2021,39.6
156313,2021,54.0
156318,2021,114.0
156997,2021,66.0
157616,2021,186.0
158300,2021,67.0
158984,2021,32.0
159049,2021,48.0
159054,2021,60.0
159667,2021,33.8
159738,2021,54.0
159740,2021,48.0
160422,2021,60.0
160424,2021,48.0
161106,2021,12.0
161108,2021,4.0
163087,2021,46.0
163771,2021,54.0
164455,2021,30.0
165190,2021,54.0
165198,2021,36.0
165874,2021,1.3
165896,2021,54.0
166566,2021,54.0
166580,2021,30.0
167257,2021,30.0
167264,2021,30.0
167941,2021,8.5
168635,2021,60.0
169319,2021,96.0
170000,2021,102.0
170003,2021,90.0
170684,2021,120.0
171347,2021,50.4
171368,2021,2.4
171371,2021,186.0
172031,2021,54.0
172055,2021,38.6
173399,2021,78.0
173424,2021,114.0
174097,2021,59.8
174108,2021,48.0
174789,2021,54.0
174792,2021,114.0
175473,2021,60.0
175476,2021,102.0
176145,2021,54.0
176149,2021,60.0
176160,2021,60.0
176833,2021,60.0
176836,2021,32.6
176844,2021,60.0
177520,2021,174.0
177528,2021,27.0
178201,2021,60.0
178204,2021,36.0
178212,2021,30.0
179572,2021,30.0
180261,2021,42.0
180945,2021,60.0
181629,2021,24.0
183668,2021,23.4
184352,2021,42.0
185029,2021,24.5
185713,2021,54.0
187081,2021,36.0
187085,2021,56.2
187088,2021,90.0
187765,2021,42.0
187769,2021,54.0
188447,2021,120.0
188449,2021,42.0
202801,2021,3.4
60575,2022,42.0
62627,2022,59.9
63474,2022,20.0
63996,2022,110.0
64508,2022,84.0
64677,2022,20.0
65280,2022,246.0
73487,2022,119.5
76357,2022,42.0
80916,2022,8.0
82970,2022,57.3
85683,2022,2.8
86389,2022,60.0
87987,2022,30.8
88418,2022,2.8
92718,2022,70.0
94094,2022,192.0
94778,2022,8.0
96146,2022,200.0
96830,2022,200.0
100900,2022,54.0
106397,2022,7.9
107740,2022,30.0
108424,2022,214.0
108483,2022,85.3
109109,2022,252.0
109793,2022,48.0
110432,2022,145.0
110601,2022,61.0
111286,2022,54.0
112523,2022,2.8
113207,2022,2.8
116008,2022,36.0
123477,2022,177.66
124842,2022,19.74
136290,2022,34.9
136974,2022,36.0
137098,2022,145.0
140583,2022,54.0
146055,2022,48.0
147423,2022,42.0
148107,2022,24.0
148108,2022,60.0
148791,2022,135.2
148792,2022,60.0
149476,2022,166.54
152213,2022,198.0
152897,2022,144.0
153581,2022,72.0
154265,2022,130.46
154949,2022,168.0
156319,2022,66.0
157003,2022,30.0
158373,2022,54.0
159055,2022,54.0
159739,2022,60.0
160423,2022,54.0
161107,2022,38.4
163823,2022,36.0
166577,2022,48.0
167261,2022,54.0
167927,2022,90.0
168611,2022,58.0
169988,2022,60.0
169997,2022,66.0
170681,2022,23.2
170683,2022,114.0
170688,2022,42.0
171356,2022,60.0
171367,2022,30.0
172051,2022,72.0
172056,2022,228.0
172057,2022,150.0
172724,2022,60.0
172727,2022,106.0
172735,2022,85.3
172736,2022,132.0
172739,2022,234.0
172740,2022,157.0
172741,2022,192.0
173408,2022,29.0
173411,2022,54.0
173420,2022,42.0
173423,2022,126.0
173425,2022,102.0
174095,2022,60.0
174100,2022,46.2
174104,2022,60.0
174107,2022,140.0
174109,2022,108.0
174784,2022,72.0
174788,2022,96.0
174791,2022,54.0
174793,2022,48.0
175450,2022,18.0
175468,2022,78.0
175472,2022,6.0
175474,2022,60.0
176134,2022,42.0
176152,2022,72.0
176158,2022,60.0
176159,2022,174.0
176842,2022,48.0
176843,2022,102.0
177526,2022,144.6
177527,2022,150.0
178206,2022,108.0
178211,2022,11.6
184342,2022,42.0
185026,2022,69.8
185033,2022,50.2
185717,2022,96.0
186401,2022,54.0
60574,2023,48.0
61942,2023,43.5
63912,2023,102.8
69520,2023,30.0
70271,2023,60.0
70955,2023,54.0
74376,2023,53.5
75059,2023,101.2
75060,2023,52.0
77799,2023,30.0
78483,2023,100.0
79166,2023,42.0
79694,2023,200.0
79850,2023,9.8
80534,2023,54.0
81062,2023,134.0
81746,2023,66.0
83206,2023,51.0
83208,2023,60.0
83891,2023,42.0
84576,2023,72.0
85939,2023,54.0
86623,2023,28.1
92156,2023,54.0
93410,2023,200.0
93433,2023,31.6
94118,2023,60.0
95577,2023,33.6
100842,2023,105.7
101619,2023,186.0
102303,2023,38.4
105101,2023,1.5
106430,2023,42.0
106469,2023,1.5
107817,2023,54.0
107820,2023,144.0
108504,2023,36.0
109168,2023,117.0
109169,2023,146.5
109854,2023,233.82
113271,2023,54.0
113955,2023,12.3
113974,2023,34.0
113994,2023,1.5
116009,2023,48.0
116694,2023,54.0
118006,2023,26.6
118690,2023,174.0
122164,2023,60.0
122743,2023,139.0
122848,2023,45.5
123427,2023,60.0
124898,2023,25.98
125534,2023,36.0
128270,2023,42.0
128954,2023,136.0
128955,2023,198.0
129639,2023,192.0
141095,2023,5.3
141779,2023,90.0
141839,2023,238.2
148789,2023,60.0
149473,2023,190.0
149475,2023,204.0
150159,2023,97.7
150835,2023,99.5
167266,2023,54.0
167939,2023,120.0
167950,2023,72.0
168623,2023,103.9
168634,2023,60.0
169318,2023,96.0
170002,2023,60.0
170686,2023,60.0
171370,2023,17.5
172716,2023,42.0
172729,2023,29.6
173400,2023,48.0
173413,2023,210.0
173419,2023,174.0
174103,2023,60.0
174768,2023,54.0
174787,2023,67.0
178895,2023,30.0
180924,2023,52.8
191173,2023,50.0
57073,2024,207.9
62591,2024,6.8
64643,2024,54.0
65327,2024,138.0
71435,2024,100.0
80277,2024,54.0
82377,2024,120.0
83061,2024,168.0
83890,2024,186.0
84574,2024,14.0
87164,2024,124.3
89216,2024,65.8
89900,2024,102.4
92586,2024,106.0
95371,2024,40.0
96739,2024,264.0
103578,2024,150.0
108450,2024,38.7
108505,2024,200.0
115769,2024,27.0
124658,2024,30.0
126360,2024,123.0
127045,2024,66.0
131581,2024,163.0
132192,2024,85.5
134419,2024,100.0
146051,2024,66.0
146626,2024,216.0
146735,2024,135.5
146791,2024,42.0
147419,2024,90.0
147475,2024,48.0
148103,2024,111.5
148159,2024,54.0
149527,2024,40.5
154243,2024,67.5
154939,2024,42.0
155623,2024,54.0
155631,2024,49.5
156991,2024,72.0
159043,2024,24.0
164515,2024,10.5
170685,2024,108.0
171369,2024,78.0
172053,2024,48.0
172731,2024,126.0
172732,2024,144.0
172737,2024,60.0
173415,2024,54.0
173416,2024,72.0
173421,2024,42.0
174099,2024,76.0
174105,2024,14.2
176156,2024,60.0
176840,2024,66.0
178207,2024,79.0
178208,2024,60.0
178891,2024,60.0
179575,2024,54.0
180259,2024,48.0
180260,2024,54.0
180920,2024,54.0
180944,2024,68.8
181627,2024,60.0
185024,2024,48.0
185708,2024,60.1
189123,2024,114.9
189124,2024,48.0
189808,2024,100.0
189813,2024,163.2
191176,2024,140.0
191863,2024,84.0
197331,2024,60.0
198015,2024,42.0
202119,2024,98.6
54934,2025,126.0
59216,2025,60.0
59218,2025,54.0
59900,2025,200.0
59901,2025,100.0
59902,2025,246.0
60054,2025,58.8
61860,2025,16.8
67243,2025,132.0
68063,2025,38.0
68699,2025,16.8
68747,2025,54.0
68903,2025,113.2
69383,2025,16.8
69586,2025,102.0
70115,2025,108.0
70270,2025,1.2
70751,2025,80.0
71484,2025,70.0
72168,2025,120.0
72852,2025,60.0
74962,2025,13.2
76132,2025,60.0
76906,2025,16.8
81907,2025,54.0
81908,2025,48.0
82591,2025,48.0
82592,2025,60.0
83275,2025,46.0
83276,2025,60.0
83745,2025,46.0
84644,2025,24.0
85705,2025,8.0
87276,2025,54.0
89102,2025,13.5
90584,2025,270.0
91268,2025,270.0
95460,2025,169.0
97423,2025,70.0
98107,2025,60.0
98791,2025,84.0
102093,2025,17.0
102304,2025,150.0
102987,2025,174.0
102988,2025,102.0
103671,2025,40.3
105690,2025,36.0
106433,2025,156.0
108426,2025,138.0
108506,2025,200.1
109106,2025,75.0
109110,2025,120.0
109794,2025,48.3
109855,2025,192.0
109873,2025,200.0
110539,2025,48.0
111223,2025,160.0
113215,2025,54.0
113902,2025,147.6
113958,2025,48.0
116005,2025,54.4
116452,2025,21.0
119870,2025,15.5
126901,2025,60.0
127585,2025,60.0
128269,2025,102.0
128953,2025,85.2
130319,2025,54.0
131508,2025,72.0
132875,2025,8.0
134423,2025,144.0
144683,2025,48.0
145367,2025,28.0
146741,2025,54.0
147425,2025,60.0
148101,2025,147.5
148109,2025,156.0
149477,2025,54.0
150161,2025,42.0
150845,2025,150.0
151529,2025,82.4
154929,2025,48.0
155609,2025,42.0
156999,2025,90.0
157683,2025,54.0
159735,2025,24.0
160419,2025,48.0
161103,2025,48.0
165189,2025,54.0
166553,2025,90.0
166557,2025,30.0
167237,2025,12.0
167259,2025,1.0
168605,2025,36.0
169289,2025,54.0
169973,2025,48.0
170657,2025,60.0
170658,2025,54.0
170661,2025,34.4
171361,2025,72.0
171362,2025,138.0
172033,2025,54.0
172045,2025,102.0
174085,2025,54.0
174785,2025,192.0
175469,2025,96.0
176821,2025,12.0
178182,2025,42.0
178195,2025,4.5
178200,2025,40.5
178884,2025,24.0
178885,2025,105.0
179563,2025,48.0
180234,2025,54.0
182293,2025,30.0
182977,2025,50.0
184351,2025,60.0
185035,2025,60.0
185719,2025,30.0
186394,2025,138.0
188446,2025,29.8
189809,2025,108.0
68221,2026,42.0
68905,2026,60.0
69589,2026,14.7
70954,2026,54.0
71485,2026,138.0
71638,2026,48.5
72169,2026,54.0
72853,2026,120.0
73536,2026,28.0
73537,2026,60.0
77800,2026,24.0
77801,2026,78.0
78484,2026,72.0
78958,2026,36.0
81645,2026,66.0
82329,2026,54.0
92636,2026,258.0
93270,2026,60.0
93527,2026,108.0
93954,2026,180.0
94211,2026,1.9
100159,2026,210.0
105063,2026,150.0
106471,2026,24.0
107117,2026,202.5
108487,2026,252.0
109171,2026,148.0
111117,2026,258.0
111905,2026,200.0
116733,2026,116.3
117463,2026,54.0
117821,2026,40.3
118831,2026,24.0
121376,2026,90.0
122060,2026,252.0
125342,2026,34.6
132183,2026,57.9
133679,2026,234.0
134363,2026,234.0
135047,2026,186.0
135731,2026,228.0
139254,2026,42.0
139936,2026,21.0
139937,2026,120.0
141202,2026,222.0
141886,2026,258.0
142570,2026,264.0
143254,2026,270.0
143938,2026,270.0
144622,2026,264.0
144682,2026,48.0
145306,2026,234.0
145366,2026,84.0
146050,2026,37.2
150093,2026,222.0
150777,2026,77.2
151461,2026,60.0
152145,2026,60.0
159668,2026,9.0
160352,2026,144.0
161036,2026,180.0
161720,2026,234.0
187079,2026,60.0
187763,2026,120.0
70950,2027,2.4
71634,2027,2.4
74371,2027,2.4
77792,2027,2.4
80529,2027,2.4
171346,2027,74.0
174082,2027,54.0
174766,2027,42.0
83889,2028,48.0
84573,2028,84.0
85257,2028,66.0
79642,2029,64.2
80326,2029,111.6
81010,2029,216.0
86481,2029,192.0
87165,2029,180.0
87849,2029,228.0
94004,2029,258.0
94688,2029,246.0
101527,2029,150.0
102895,2029,48.0
88533,2030,240.0
95372,2030,211.2
96056,2030,270.0
96740,2030,270.0
103579,2030,198.0
104947,2030,114.0
85797,2031,103.5
93320,2031,270.0
100843,2031,180.0
