r,md5,node_lat,node_lon
AL,6e2922432dd30a1b2ce963e779f3b32f,32.77865876,-86.83005894
AR_MISO,9b41b861cfb327b36569ebeac8912005,34.8395224,-91.9419076
AR_SPP,7a1f63f7dba60ce6146ec87d673f8f0a,35.04358072,-93.90054018
AZ_N,50d2aaa9eefb93cfec53b6cdacb24b6f,35.49680615,-111.65711008
AZ_S,097787fa704cd38e11959f16e41bf8c3,32.84917996,-111.66346782
CA_LA,0e16acf16e3d99f420c9701ff23bb5c3,34.28498283,-118.40497043
CA_N,c6df310b558954a2b696cddebacb33b4,39.656597,-121.75828038
CA_S,9b962221bbdda9573305c5c7106f66fe,36.22327033,-119.10095639
CA_SE,b7687c633dd4a085a428626479838633,34.18522387,-116.10423157
CO_E,2294909d054ac5ce7f5cf06357500314,39.07126808,-103.73767188
CO_W,df7ade404997eb2b3facb82d5524a172,38.90406873,-107.20974574
CT,de73b430b6b6c4ff2c828349fcc586bd,41.62044742,-72.7264833
DE,a182e260da3f30b54260bf499f0db584,38.98534827,-75.49933961
FL_N,836c5e72d8a00e869414a49da87fa712,30.12377328,-83.72649574
FL_S,1b666b7af4378554039c4072de3a5a8b,27.43114169,-81.64027646
FL_SE,089c2b774311033fb9333a520dfcc41d,26.73510998,-80.53764432
GA_N,e48598cd7a048a01fb0d19563bc12db8,34.12059129,-84.21898444
GA_S,4a2b617a69dbfb910b57246655ebdf3e,32.04271605,-83.12896537
IA,83da8c6a48b3856ca8d1fb06e894d798,42.07370099,-93.49615657
ID_N,9fc373d0ebace3e362fd05ce042e7579,46.76231735,-115.95432063
ID_S,0d4bd6d30244a4deedab26abc0164a54,43.51809436,-114.17932486
IL_MISO,94b7031bb5bd63658dccb1e100b9867e,39.54191001,-89.31157834
IL_PJM,45a1cae9e3fb7425c15bc04bec28af32,41.76755631,-88.78740634
IN_MISO,8bb4fb487323fd17e6ebc62985b328af,39.75514007,-86.44449637
IN_PJM,1942f1e052aae8e41b0202f1d3898d29,40.72676745,-85.28295325
KS,07ff46e0a6fe222b9fdb2225db658ddf,38.49282394,-98.37857909
KY_MISO,8575de00d4306c012cf42a221a3755c2,37.16850347,-87.35161659
KY_PJM,ad2f0d0246c2984fbadd6170660c68b2,37.70816907,-84.24773676
LA,dfbe1abb61c4d077c4ffc926ea0d91c8,31.05378293,-91.97223566
MA,b0a9bfcdece7417e88b93d054508e38e,42.25461052,-71.79474674
MD,f8644441280e76e07363ed18c744f98e,39.03643455,-76.76565547
ME,746de7a2ddd516aba7e075df93ee1984,45.35740733,-69.23781577
MI_LP,95f010dcc44da9cb878c408bfd8e2c56,43.57640983,-84.5300714
MI_PJM,4da38aec984d2f54d9c94ac5e0c52c4f,42.06614027,-85.90412288
MI_UP,84627be9a4c4c58b839ec0de01f5ce71,46.36437029,-87.32260219
MN_N,fd832c2d91d094ad54b0e136d1568df0,47.3721325,-94.30945584
MN_S,b5be3a471b0c9c04dc99b1becf49e3dc,44.53992355,-94.29943193
MO_MISO,c46de094adb6809e259eeb712bab99ab,38.19849898,-90.91439793
MO_SE,5350828dece3d87d6bc550ae59c1f716,37.17925115,-92.05966116
MO_SPP,bce66f1b478885743e24754e2296e7ad,38.31524781,-93.99085427
MS_MISO,4ede11bf969e39ffa8bd7246f7269c96,32.30945125,-89.93377714
MS_SE,e00b22b1c6734a2507a16cc866201315,33.91413099,-88.91826681
MT_C,cbecf7f8ad2b6aed586ae7818efa528d,47.06607945,-108.81587403
MT_E,de729e10d1f453d612fae15df776bdc8,47.40363229,-105.10487014
MT_W,0aa95157ba94430c97499e6cdf5d9efc,46.73579098,-113.33608671
