r,md5,node_lat,node_lon
p19165,d0761d981bce5c8706808bb62e20f3b9,41.68499499,-95.31015144
p19167,a371220f8bdb240bffb403c5ac7f3ef1,43.08256922,-96.17789148
p19169,5aa99ed4dc2312e348d37fc9da80eb5b,42.03615012,-93.46504327
p19171,c273a867d4f81ad1055432bd598e114e,42.0796275,-92.53254147
p19173,5bd7ddf87f22021a5f5d682ce5f93ad6,40.73736381,-94.69640467
p19175,a31173d9cd5b13c2ecd3ec68b071c4a4,41.02771257,-94.24237081
p19177,7952f28ed57f184d368a7d2a47947cd7,40.75319141,-91.94998224
p19179,61d79eff4ce702126dea69f046d754bc,41.03056379,-92.40944686
p19181,a0450daea7115f20818e8c1fcf5787e7,41.33418238,-93.56143963
p19183,d629eddc95ad3b072b33e5363def437f,41.3355112,-91.71785787
p19185,85dc2c3d1a40e7a142b120dfdf72b98a,40.7394061,-93.32736881
p19187,cccff7e026df95190cdca4811b10b68b,42.42775886,-94.18169999
p19189,136aac05ca42889ec353b13ec6dbda0e,43.37755695,-93.73419726
p19191,1c536e802dc03ef61cad8f151c515fca,43.29051589,-91.84369707
p19193,f59937e10eb122196410ba86fe6a1353,42.38973544,-96.04469277
p19195,2fbdd77210d6beb40c3bd1bd026f63ed,43.37738692,-93.2608493
p19197,0ea2f58f6ebe35f4bc5b37b01911fd0a,42.7330215,-93.73514811
p2,93e7754e3229c4cd9167c5292a7773b5,46.63558835,-121.52605782
p20,3c8c149fa9b5eb887bb9d5cb446962dd,46.44019682,-108.01220465
p21,0c03add16b1ced2262e7d738a50e7c80,43.02938593,-109.27122026
p21001,3315588acf14179de8e0b2cd9285407f,37.10409793,-85.28079148
p21003,cfb5325c83ad40797068e162c50ee5a0,36.75130238,-86.19040426
p21005,1facae6326242d7a0a2139b08546ec58,38.00389943,-84.991054
p21007,93252740625b1bcb6dfa091de2d09202,37.05844567,-88.99946749
p21009,746d3a5820bf0745b12072c64be03429,36.96548396,-85.93368073
p21011,1c21b0912f1088c26479be9299203f2b,38.14494947,-83.7425551
p21013,2ea3ff45d620f62b6669490c57394f3c,36.73060839,-83.67424955
p21015,f8901656b0f02a487c453b1479be1f46,38.96978169,-84.72778544
p21017,be84663149780a7ca5a112689df4dc7a,38.20671022,-84.21712835
p21019,e585c2ea8a6ff12e60c1c3e07d024079,38.35952488,-82.68773676
p21021,8569aad08bd79e68d8a5d2b2ee505408,37.62437092,-84.86685518
p21023,393418aa6851c719aac2d2d6216f5159,38.68878728,-84.09020046
p21025,a11b84b38879d751f48fa321120f0c55,37.52161114,-83.32414172
p21027,636e4b73ee4f49965cd001bdb75fe1d1,37.77317111,-86.42926193
p21029,366971226c73b87ab69e87918b9338a5,37.97005513,-85.69588825
p21031,bc7386076e4bf0bd4c58874726403e1e,37.207241,-86.68188014
p21033,c9ce1073ab925d72782e22228ac4e2b7,37.14525576,-87.86784002
p21035,71497f728b86b55d965edbf1849cca8d,36.62110205,-88.2721811
p21037,936e8d43184bc47ef34e25e426c508fe,38.94640589,-84.37963981
p21039,6c366534a48f3e57554bedb024240e1a,36.85322762,-88.97107378
p21041,f3717533a90a8ecb1de730050beab052,38.66784592,-85.12361734
p21043,663ad9fa2aa6c2af4e1d8915e2c6fd9a,38.31817746,-83.04948467
p21045,1e81285f8a20c333002a35aaec157225,37.32218119,-84.9283262
p21047,c3545e60f4ffbd11070bdb7991ba3782,36.8939817,-87.49040482
p21049,0f6e041384095b93e25ee082e4ceb061,37.97082334,-84.14738328
p21051,f8531013695084f6fd79ed6d8e24b2d6,37.15962324,-83.71458774
p21053,c9cb01d4b65b151ac87d80ce4da3db1b,36.72744921,-85.13601171
p21055,5b465c13fd8cac3b9baf4af74bc0069a,37.35272074,-88.09729632
p21057,46e6d0f07b047818edf84360acd315c7,36.78647897,-85.38844319
p21059,3448ee847ece99c2cc9e25a0a57ffeb5,37.73175312,-87.08726543
p21061,23b766e49fad4b4f985175948e10e201,37.20881884,-86.23855085
p21063,007203e95299b072b3a5e6f1f3d4c725,38.11787348,-83.0976032
p21065,21445b7069345a1a850ee2daacfd5d8e,37.69244859,-83.96432266
p21067,710049f9a52cd294d54b75d46ad3d2db,38.04226937,-84.45869727
p21069,1fda978e43e5b8d6947b190fa7b15c95,38.37008454,-83.6965627
p21071,738c875d02a61f56eb30127ae50d0c88,37.55697438,-82.74564374
p21073,1441762ea1630bc0605fdcef3984e996,38.23910901,-84.87709612
