*i,month,r,value
hydNPND,FEB,p92,0.757
hydNPND,FEB,p93,0.274
hydNPND,FEB,p94,0.782
hydNPND,FEB,p95,0.76
hydNPND,FEB,p96,0.748
hydNPND,FEB,p97,0.76
hydNPND,FEB,p98,0.683
hydNPND,FEB,p99,0.683
hydNPND,JAN,p1,0.862
hydNPND,JAN,p10,0.554
hydNPND,JAN,p101,0.618
hydNPND,JAN,p102,0.44
hydNPND,JAN,p103,0.757
hydNPND,JAN,p105,0.695
hydNPND,JAN,p106,0.63
hydNPND,JAN,p107,0.684
hydNPND,JAN,p108,0.752
hydNPND,JAN,p109,0.704
hydNPND,JAN,p110,0.684
hydNPND,JAN,p111,0.69
hydNPND,JAN,p112,0.713
hydNPND,JAN,p113,0.652
hydNPND,JAN,p114,0.69
hydNPND,JAN,p115,0.785
hydNPND,JAN,p116,0.761
hydNPND,JAN,p117,0.764
hydNPND,JAN,p118,0.679
hydNPND,JAN,p119,0.74
hydNPND,JAN,p121,0.695
hydNPND,JAN,p122,0.751
hydNPND,JAN,p123,0.724
hydNPND,JAN,p126,0.744
hydNPND,JAN,p127,0.741
hydNPND,JAN,p129,0.687
hydNPND,JAN,p130,0.674
hydNPND,JAN,p131,0.735
hydNPND,JAN,p132,0.733
hydNPND,JAN,p133,0.753
hydNPND,JAN,p134,0.749
hydNPND,JAN,p15,0.391
hydNPND,JAN,p16,0.862
hydNPND,JAN,p17,0.657
hydNPND,JAN,p18,0.375
hydNPND,JAN,p19,0.423
hydNPND,JAN,p2,0.819
hydNPND,JAN,p21,0.364
hydNPND,JAN,p24,0.434
hydNPND,JAN,p25,0.599
hydNPND,JAN,p26,0.558
hydNPND,JAN,p27,0.536
hydNPND,JAN,p28,0.675
hydNPND,JAN,p3,0.64
hydNPND,JAN,p31,0.377
hydNPND,JAN,p32,0.568
hydNPND,JAN,p33,0.433
hydNPND,JAN,p34,0.524
hydNPND,JAN,p37,0.368
hydNPND,JAN,p42,0.564
hydNPND,JAN,p43,0.543
hydNPND,JAN,p44,0.358
hydNPND,JAN,p45,0.286
hydNPND,JAN,p46,0.51
hydNPND,JAN,p47,0.403
hydNPND,JAN,p5,0.866
hydNPND,JAN,p50,0.536
hydNPND,JAN,p51,0.385
hydNPND,JAN,p53,0.406
hydNPND,JAN,p54,0.367
hydNPND,JAN,p55,0.55
hydNPND,JAN,p56,0.65
hydNPND,JAN,p57,0.595
hydNPND,JAN,p58,0.668
hydNPND,JAN,p59,0.366
hydNPND,JAN,p6,0.756
hydNPND,JAN,p60,0.49
hydNPND,JAN,p61,0.359
hydNPND,JAN,p63,0.501
hydNPND,JAN,p64,0.555
hydNPND,JAN,p65,0.568
hydNPND,JAN,p66,0.601
hydNPND,JAN,p67,0.646
hydNPND,JAN,p69,0.515
hydNPND,JAN,p70,0.523
hydNPND,JAN,p71,0.519
hydNPND,JAN,p72,0.528
hydNPND,JAN,p74,0.641
hydNPND,JAN,p76,0.667
hydNPND,JAN,p77,0.531
hydNPND,JAN,p78,0.62
hydNPND,JAN,p80,0.594
hydNPND,JAN,p81,0.55
hydNPND,JAN,p82,0.642
hydNPND,JAN,p83,0.58
hydNPND,JAN,p84,0.72
hydNPND,JAN,p85,0.612
hydNPND,JAN,p86,0.631
hydNPND,JAN,p87,0.736
hydNPND,JAN,p88,0.758
hydNPND,JAN,p89,0.745
hydNPND,JAN,p9,0.623
hydNPND,JAN,p90,0.745
hydNPND,JAN,p91,0.72
hydNPND,JAN,p92,0.757
hydNPND,JAN,p93,0.274
hydNPND,JAN,p94,0.782
hydNPND,JAN,p95,0.76
hydNPND,JAN,p96,0.748
hydNPND,JAN,p97,0.76
hydNPND,JAN,p98,0.683
hydNPND,JAN,p99,0.683
hydNPND,JUL,p1,0.61
hydNPND,JUL,p10,0.832
hydNPND,JUL,p101,0.667
hydNPND,JUL,p102,0.686
hydNPND,JUL,p103,0.536
hydNPND,JUL,p105,0.499
hydNPND,JUL,p106,0.485
hydNPND,JUL,p107,0.465
hydNPND,JUL,p108,0.384
hydNPND,JUL,p109,0.317
hydNPND,JUL,p110,0.362
hydNPND,JUL,p111,0.511
hydNPND,JUL,p112,0.469
hydNPND,JUL,p113,0.514
hydNPND,JUL,p114,0.456
hydNPND,JUL,p115,0.386
hydNPND,JUL,p116,0.411
hydNPND,JUL,p117,0.413
hydNPND,JUL,p118,0.371
hydNPND,JUL,p119,0.384
hydNPND,JUL,p121,0.432
hydNPND,JUL,p122,0.425
hydNPND,JUL,p123,0.517
hydNPND,JUL,p126,0.466
hydNPND,JUL,p127,0.407
hydNPND,JUL,p129,0.433
hydNPND,JUL,p130,0.475
hydNPND,JUL,p131,0.404
hydNPND,JUL,p132,0.48
hydNPND,JUL,p133,0.38
hydNPND,JUL,p134,0.653
hydNPND,JUL,p15,0.922
hydNPND,JUL,p16,0.623
hydNPND,JUL,p17,0.843
hydNPND,JUL,p18,0.926
hydNPND,JUL,p19,0.917
hydNPND,JUL,p2,0.523
hydNPND,JUL,p21,0.952
hydNPND,JUL,p24,0.848
hydNPND,JUL,p25,0.884
hydNPND,JUL,p26,0.838
hydNPND,JUL,p27,0.424
hydNPND,JUL,p28,0.73
hydNPND,JUL,p3,0.842
hydNPND,JUL,p31,0.887
hydNPND,JUL,p32,0.83
hydNPND,JUL,p33,0.909
hydNPND,JUL,p34,0.901
hydNPND,JUL,p37,0.717
hydNPND,JUL,p42,0.63
hydNPND,JUL,p43,0.763
hydNPND,JUL,p44,0.729
hydNPND,JUL,p45,0.722
hydNPND,JUL,p46,0.763
hydNPND,JUL,p47,0.823
hydNPND,JUL,p5,0.46
hydNPND,JUL,p50,0.562
hydNPND,JUL,p51,0.538
hydNPND,JUL,p53,0.636
hydNPND,JUL,p54,0.527
hydNPND,JUL,p55,0.432
hydNPND,JUL,p56,0.321
hydNPND,JUL,p57,0.29
hydNPND,JUL,p58,0.383
hydNPND,JUL,p59,0.897
hydNPND,JUL,p6,0.614
hydNPND,JUL,p60,0.667
hydNPND,JUL,p61,0.55
hydNPND,JUL,p63,0.432
hydNPND,JUL,p64,0.469
hydNPND,JUL,p65,0.526
hydNPND,JUL,p66,0.425
hydNPND,JUL,p67,0.351
hydNPND,JUL,p69,0.771
hydNPND,JUL,p70,0.781
hydNPND,JUL,p71,0.772
hydNPND,JUL,p72,0.772
hydNPND,JUL,p74,0.704
hydNPND,JUL,p76,0.713
hydNPND,JUL,p77,0.776
hydNPND,JUL,p78,0.644
hydNPND,JUL,p80,0.721
hydNPND,JUL,p81,0.744
hydNPND,JUL,p82,0.58
hydNPND,JUL,p83,0.501
hydNPND,JUL,p84,0.462
hydNPND,JUL,p85,0.523
hydNPND,JUL,p86,0.232
hydNPND,JUL,p87,0.389
hydNPND,JUL,p88,0.372
hydNPND,JUL,p89,0.347
hydNPND,JUL,p9,0.63
hydNPND,JUL,p90,0.391
hydNPND,JUL,p91,0.633
hydNPND,JUL,p92,0.436
hydNPND,JUL,p93,0.628
hydNPND,JUL,p94,0.653
hydNPND,JUL,p95,0.63
hydNPND,JUL,p96,0.574
hydNPND,JUL,p97,0.581
hydNPND,JUL,p98,0.42
hydNPND,JUL,p99,0.428
hydNPND,JUN,p1,0.61
hydNPND,JUN,p10,0.832
hydNPND,JUN,p101,0.667
hydNPND,JUN,p102,0.686
hydNPND,JUN,p103,0.536
hydNPND,JUN,p105,0.499
hydNPND,JUN,p106,0.485
hydNPND,JUN,p107,0.465
hydNPND,JUN,p108,0.384
hydNPND,JUN,p109,0.317
hydNPND,JUN,p110,0.362
hydNPND,JUN,p111,0.511
hydNPND,JUN,p112,0.469
hydNPND,JUN,p113,0.514
hydNPND,JUN,p114,0.456
hydNPND,JUN,p115,0.386
hydNPND,JUN,p116,0.411
hydNPND,JUN,p117,0.413
hydNPND,JUN,p118,0.371
hydNPND,JUN,p119,0.384
hydNPND,JUN,p121,0.432
hydNPND,JUN,p122,0.425
hydNPND,JUN,p123,0.517
hydNPND,JUN,p126,0.466
hydNPND,JUN,p127,0.407
hydNPND,JUN,p129,0.433
hydNPND,JUN,p130,0.475
hydNPND,JUN,p131,0.404
hydNPND,JUN,p132,0.48
hydNPND,JUN,p133,0.38
hydNPND,JUN,p134,0.653
hydNPND,JUN,p15,0.922
hydNPND,JUN,p16,0.623
hydNPND,JUN,p17,0.843
hydNPND,JUN,p18,0.926
hydNPND,JUN,p19,0.917
hydNPND,JUN,p2,0.523
hydNPND,JUN,p21,0.952
hydNPND,JUN,p24,0.848
hydNPND,JUN,p25,0.884
hydNPND,JUN,p26,0.838
hydNPND,JUN,p27,0.424
hydNPND,JUN,p28,0.73
hydNPND,JUN,p3,0.842
hydNPND,JUN,p31,0.887
hydNPND,JUN,p32,0.83
hydNPND,JUN,p33,0.909
hydNPND,JUN,p34,0.901
hydNPND,JUN,p37,0.717
hydNPND,JUN,p42,0.63
hydNPND,JUN,p43,0.763
hydNPND,JUN,p44,0.729
hydNPND,JUN,p45,0.722
hydNPND,JUN,p46,0.763
hydNPND,JUN,p47,0.823
hydNPND,JUN,p5,0.46
hydNPND,JUN,p50,0.562
hydNPND,JUN,p51,0.538
hydNPND,JUN,p53,0.636
hydNPND,JUN,p54,0.527
hydNPND,JUN,p55,0.432
hydNPND,JUN,p56,0.321
hydNPND,JUN,p57,0.29
hydNPND,JUN,p58,0.383
hydNPND,JUN,p59,0.897
hydNPND,JUN,p6,0.614
hydNPND,JUN,p60,0.667
hydNPND,JUN,p61,0.55
hydNPND,JUN,p63,0.432
hydNPND,JUN,p64,0.469
hydNPND,JUN,p65,0.526
hydNPND,JUN,p66,0.425
hydNPND,JUN,p67,0.351
hydNPND,JUN,p69,0.771
hydNPND,JUN,p70,0.781
hydNPND,JUN,p71,0.772
hydNPND,JUN,p72,0.772
hydNPND,JUN,p74,0.704
hydNPND,JUN,p76,0.713
hydNPND,JUN,p77,0.776
hydNPND,JUN,p78,0.644
hydNPND,JUN,p80,0.721
hydNPND,JUN,p81,0.744
hydNPND,JUN,p82,0.58
hydNPND,JUN,p83,0.501
hydNPND,JUN,p84,0.462
hydNPND,JUN,p85,0.523
hydNPND,JUN,p86,0.232
hydNPND,JUN,p87,0.389
hydNPND,JUN,p88,0.372
hydNPND,JUN,p89,0.347
hydNPND,JUN,p9,0.63
hydNPND,JUN,p90,0.391
hydNPND,JUN,p91,0.633
hydNPND,JUN,p92,0.436
hydNPND,JUN,p93,0.628
hydNPND,JUN,p94,0.653
hydNPND,JUN,p95,0.63
hydNPND,JUN,p96,0.574
hydNPND,JUN,p97,0.581
hydNPND,JUN,p98,0.42
hydNPND,JUN,p99,0.428
hydNPND,MAR,p1,0.831
hydNPND,MAR,p10,0.878
hydNPND,MAR,p101,0.596
hydNPND,MAR,p102,0.388
hydNPND,MAR,p103,0.904
hydNPND,MAR,p105,0.754
hydNPND,MAR,p106,0.811
hydNPND,MAR,p107,0.831
hydNPND,MAR,p108,0.851
hydNPND,MAR,p109,0.805
hydNPND,MAR,p110,0.839
hydNPND,MAR,p111,0.801
hydNPND,MAR,p112,0.856
hydNPND,MAR,p113,0.837
hydNPND,MAR,p114,0.832
hydNPND,MAR,p115,0.864
hydNPND,MAR,p116,0.857
hydNPND,MAR,p117,0.883
hydNPND,MAR,p118,0.843
hydNPND,MAR,p119,0.859
hydNPND,MAR,p121,0.862
hydNPND,MAR,p122,0.832
hydNPND,MAR,p123,0.852
hydNPND,MAR,p126,0.828
hydNPND,MAR,p127,0.878
hydNPND,MAR,p129,0.932
hydNPND,MAR,p130,0.908
hydNPND,MAR,p131,0.891
hydNPND,MAR,p132,0.911
hydNPND,MAR,p133,0.873
hydNPND,MAR,p134,0.899
hydNPND,MAR,p15,0.693
hydNPND,MAR,p16,0.825
hydNPND,MAR,p17,0.796
hydNPND,MAR,p18,0.702
hydNPND,MAR,p19,0.765
hydNPND,MAR,p2,0.871
hydNPND,MAR,p21,0.723
hydNPND,MAR,p24,0.848
hydNPND,MAR,p25,0.816
hydNPND,MAR,p26,0.79
hydNPND,MAR,p27,0.663
hydNPND,MAR,p28,0.821
hydNPND,MAR,p3,0.849
hydNPND,MAR,p31,0.849
hydNPND,MAR,p32,0.746
hydNPND,MAR,p33,0.74
hydNPND,MAR,p34,0.786
hydNPND,MAR,p37,0.829
hydNPND,MAR,p42,0.643
hydNPND,MAR,p43,0.871
hydNPND,MAR,p44,0.849
hydNPND,MAR,p45,0.773
hydNPND,MAR,p46,0.915
hydNPND,MAR,p47,0.7
hydNPND,MAR,p5,0.814
hydNPND,MAR,p50,0.783
hydNPND,MAR,p51,0.716
hydNPND,MAR,p53,0.678
hydNPND,MAR,p54,0.728
hydNPND,MAR,p55,0.754
hydNPND,MAR,p56,0.76
hydNPND,MAR,p57,0.631
hydNPND,MAR,p58,0.764
hydNPND,MAR,p59,0.862
hydNPND,MAR,p6,0.859
hydNPND,MAR,p60,0.678
hydNPND,MAR,p61,0.579
hydNPND,MAR,p63,0.696
hydNPND,MAR,p64,0.698
hydNPND,MAR,p65,0.653
hydNPND,MAR,p66,0.739
hydNPND,MAR,p67,0.672
hydNPND,MAR,p69,0.918
hydNPND,MAR,p70,0.92
hydNPND,MAR,p71,0.918
hydNPND,MAR,p72,0.916
hydNPND,MAR,p74,0.929
hydNPND,MAR,p76,0.949
hydNPND,MAR,p77,0.93
hydNPND,MAR,p78,0.932
hydNPND,MAR,p80,0.906
hydNPND,MAR,p81,0.909
hydNPND,MAR,p82,0.823
hydNPND,MAR,p83,0.738
hydNPND,MAR,p84,0.858
hydNPND,MAR,p85,0.813
hydNPND,MAR,p86,0.729
hydNPND,MAR,p87,0.714
hydNPND,MAR,p88,0.772
hydNPND,MAR,p89,0.755
hydNPND,MAR,p9,0.866
hydNPND,MAR,p90,0.764
hydNPND,MAR,p91,0.786
hydNPND,MAR,p92,0.762
hydNPND,MAR,p93,0.146
hydNPND,MAR,p94,0.799
hydNPND,MAR,p95,0.81
hydNPND,MAR,p96,0.766
hydNPND,MAR,p97,0.818
hydNPND,MAR,p98,0.742
hydNPND,MAR,p99,0.862
hydNPND,MAY,p1,0.831
hydNPND,MAY,p10,0.878
hydNPND,MAY,p101,0.596
hydNPND,MAY,p102,0.388
hydNPND,MAY,p103,0.904
hydNPND,MAY,p105,0.754
hydNPND,MAY,p106,0.811
hydNPND,MAY,p107,0.831
hydNPND,MAY,p108,0.851
hydNPND,MAY,p109,0.805
hydNPND,MAY,p110,0.839
hydNPND,MAY,p111,0.801
hydNPND,MAY,p112,0.856
hydNPND,MAY,p113,0.837
hydNPND,MAY,p114,0.832
hydNPND,MAY,p115,0.864
hydNPND,MAY,p116,0.857
hydNPND,MAY,p117,0.883
hydNPND,MAY,p118,0.843
hydNPND,MAY,p119,0.859
hydNPND,MAY,p121,0.862
hydNPND,MAY,p122,0.832
hydNPND,MAY,p123,0.852
hydNPND,MAY,p126,0.828
hydNPND,MAY,p127,0.878
hydNPND,MAY,p129,0.932
hydNPND,MAY,p130,0.908
hydNPND,MAY,p131,0.891
hydNPND,MAY,p132,0.911
hydNPND,MAY,p133,0.873
hydNPND,MAY,p134,0.899
hydNPND,MAY,p15,0.693
hydNPND,MAY,p16,0.825
hydNPND,MAY,p17,0.796
hydNPND,MAY,p18,0.702
hydNPND,MAY,p19,0.765
hydNPND,MAY,p2,0.871
hydNPND,MAY,p21,0.723
hydNPND,MAY,p24,0.848
hydNPND,MAY,p25,0.816
hydNPND,MAY,p26,0.79
hydNPND,MAY,p27,0.663
hydNPND,MAY,p28,0.821
hydNPND,MAY,p3,0.849
hydNPND,MAY,p31,0.849
hydNPND,MAY,p32,0.746
hydNPND,MAY,p33,0.74
hydNPND,MAY,p34,0.786
hydNPND,MAY,p37,0.829
hydNPND,MAY,p42,0.643
hydNPND,MAY,p43,0.871
hydNPND,MAY,p44,0.849
hydNPND,MAY,p45,0.773
hydNPND,MAY,p46,0.915
hydNPND,MAY,p47,0.7
hydNPND,MAY,p5,0.814
hydNPND,MAY,p50,0.783
hydNPND,MAY,p51,0.716
hydNPND,MAY,p53,0.678
hydNPND,MAY,p54,0.728
hydNPND,MAY,p55,0.754
hydNPND,MAY,p56,0.76
hydNPND,MAY,p57,0.631
hydNPND,MAY,p58,0.764
hydNPND,MAY,p59,0.862
hydNPND,MAY,p6,0.859
hydNPND,MAY,p60,0.678
hydNPND,MAY,p61,0.579
hydNPND,MAY,p63,0.696
hydNPND,MAY,p64,0.698
hydNPND,MAY,p65,0.653
hydNPND,MAY,p66,0.739
hydNPND,MAY,p67,0.672
hydNPND,MAY,p69,0.918
hydNPND,MAY,p70,0.92
hydNPND,MAY,p71,0.918
hydNPND,MAY,p72,0.916
hydNPND,MAY,p74,0.929
hydNPND,MAY,p76,0.949
hydNPND,MAY,p77,0.93
hydNPND,MAY,p78,0.932
hydNPND,MAY,p80,0.906
hydNPND,MAY,p81,0.909
hydNPND,MAY,p82,0.823
hydNPND,MAY,p83,0.738
hydNPND,MAY,p84,0.858
hydNPND,MAY,p85,0.813
hydNPND,MAY,p86,0.729
hydNPND,MAY,p87,0.714
hydNPND,MAY,p88,0.772
hydNPND,MAY,p89,0.755
hydNPND,MAY,p9,0.866
hydNPND,MAY,p90,0.764
hydNPND,MAY,p91,0.786
hydNPND,MAY,p92,0.762
hydNPND,MAY,p93,0.146
hydNPND,MAY,p94,0.799
hydNPND,MAY,p95,0.81
hydNPND,MAY,p96,0.766
hydNPND,MAY,p97,0.818
hydNPND,MAY,p98,0.742
hydNPND,MAY,p99,0.862
hydNPND,NOV,p1,0.862
hydNPND,NOV,p10,0.554
hydNPND,NOV,p101,0.618
hydNPND,NOV,p102,0.44
hydNPND,NOV,p103,0.757
hydNPND,NOV,p105,0.695
hydNPND,NOV,p106,0.63
hydNPND,NOV,p107,0.684
hydNPND,NOV,p108,0.752
hydNPND,NOV,p109,0.704
hydNPND,NOV,p110,0.684
hydNPND,NOV,p111,0.69
hydNPND,NOV,p112,0.713
hydNPND,NOV,p113,0.652
hydNPND,NOV,p114,0.69
hydNPND,NOV,p115,0.785
hydNPND,NOV,p116,0.761
hydNPND,NOV,p117,0.764
hydNPND,NOV,p118,0.679
hydNPND,NOV,p119,0.74
hydNPND,NOV,p121,0.695
hydNPND,NOV,p122,0.751
hydNPND,NOV,p123,0.724
hydNPND,NOV,p126,0.744
hydNPND,NOV,p127,0.741
hydNPND,NOV,p129,0.687
hydNPND,NOV,p130,0.674
hydNPND,NOV,p131,0.735
hydNPND,NOV,p132,0.733
hydNPND,NOV,p133,0.753
hydNPND,NOV,p134,0.749
hydNPND,NOV,p15,0.391
hydNPND,NOV,p16,0.862
hydNPND,NOV,p17,0.657
hydNPND,NOV,p18,0.375
hydNPND,NOV,p19,0.423
hydNPND,NOV,p2,0.819
hydNPND,NOV,p21,0.364
hydNPND,NOV,p24,0.434
hydNPND,NOV,p25,0.599
hydNPND,NOV,p26,0.558
hydNPND,NOV,p27,0.536
hydNPND,NOV,p28,0.675
hydNPND,NOV,p3,0.64
hydNPND,NOV,p31,0.377
hydNPND,NOV,p32,0.568
hydNPND,NOV,p33,0.433
hydNPND,NOV,p34,0.524
hydNPND,NOV,p37,0.368
hydNPND,NOV,p42,0.564
hydNPND,NOV,p43,0.543
hydNPND,NOV,p44,0.358
hydNPND,NOV,p45,0.286
hydNPND,NOV,p46,0.51
hydNPND,NOV,p47,0.403
hydNPND,NOV,p5,0.866
hydNPND,NOV,p50,0.536
hydNPND,NOV,p51,0.385
hydNPND,NOV,p53,0.406
hydNPND,NOV,p54,0.367
hydNPND,NOV,p55,0.55
hydNPND,NOV,p56,0.65
hydNPND,NOV,p57,0.595
hydNPND,NOV,p58,0.668
hydNPND,NOV,p59,0.366
hydNPND,NOV,p6,0.756
hydNPND,NOV,p60,0.49
hydNPND,NOV,p61,0.359
hydNPND,NOV,p63,0.501
hydNPND,NOV,p64,0.555
hydNPND,NOV,p65,0.568
hydNPND,NOV,p66,0.601
hydNPND,NOV,p67,0.646
hydNPND,NOV,p69,0.515
hydNPND,NOV,p70,0.523
hydNPND,NOV,p71,0.519
hydNPND,NOV,p72,0.528
hydNPND,NOV,p74,0.641
hydNPND,NOV,p76,0.667
hydNPND,NOV,p77,0.531
hydNPND,NOV,p78,0.62
hydNPND,NOV,p80,0.594
hydNPND,NOV,p81,0.55
hydNPND,NOV,p82,0.642
hydNPND,NOV,p83,0.58
hydNPND,NOV,p84,0.72
hydNPND,NOV,p85,0.612
hydNPND,NOV,p86,0.631
hydNPND,NOV,p87,0.736
hydNPND,NOV,p88,0.758
hydNPND,NOV,p89,0.745
hydNPND,NOV,p9,0.623
hydNPND,NOV,p90,0.745
hydNPND,NOV,p91,0.72
hydNPND,NOV,p92,0.757
hydNPND,NOV,p93,0.274
hydNPND,NOV,p94,0.782
hydNPND,NOV,p95,0.76
hydNPND,NOV,p96,0.748
hydNPND,NOV,p97,0.76
hydNPND,NOV,p98,0.683
hydNPND,NOV,p99,0.683
hydNPND,OCT,p1,0.412
hydNPND,OCT,p10,0.635
hydNPND,OCT,p101,0.779
hydNPND,OCT,p102,0.834
hydNPND,OCT,p103,0.495
hydNPND,OCT,p105,0.4
hydNPND,OCT,p106,0.325
hydNPND,OCT,p107,0.286
hydNPND,OCT,p108,0.301
hydNPND,OCT,p109,0.231
hydNPND,OCT,p110,0.286
hydNPND,OCT,p111,0.394
hydNPND,OCT,p112,0.289
hydNPND,OCT,p113,0.302
hydNPND,OCT,p114,0.28
hydNPND,OCT,p115,0.353
hydNPND,OCT,p116,0.329
hydNPND,OCT,p117,0.334
hydNPND,OCT,p118,0.304
hydNPND,OCT,p119,0.375
hydNPND,OCT,p121,0.33
hydNPND,OCT,p122,0.443
hydNPND,OCT,p123,0.48
hydNPND,OCT,p126,0.464
hydNPND,OCT,p127,0.422
hydNPND,OCT,p129,0.423
hydNPND,OCT,p130,0.498
hydNPND,OCT,p131,0.433
hydNPND,OCT,p132,0.476
hydNPND,OCT,p133,0.386
hydNPND,OCT,p134,0.656
hydNPND,OCT,p15,0.582
hydNPND,OCT,p16,0.892
hydNPND,OCT,p17,0.68
hydNPND,OCT,p18,0.544
hydNPND,OCT,p19,0.507
hydNPND,OCT,p2,0.282
hydNPND,OCT,p21,0.592
hydNPND,OCT,p24,0.474
hydNPND,OCT,p25,0.414
hydNPND,OCT,p26,0.674
hydNPND,OCT,p27,0.561
hydNPND,OCT,p28,0.649
hydNPND,OCT,p3,0.488
hydNPND,OCT,p31,0.621
hydNPND,OCT,p32,0.589
hydNPND,OCT,p33,0.676
hydNPND,OCT,p34,0.578
hydNPND,OCT,p37,0.497
hydNPND,OCT,p42,0.581
hydNPND,OCT,p43,0.601
hydNPND,OCT,p44,0.428
hydNPND,OCT,p45,0.357
hydNPND,OCT,p46,0.611
hydNPND,OCT,p47,0.657
hydNPND,OCT,p5,0.523
hydNPND,OCT,p50,0.345
hydNPND,OCT,p51,0.252
hydNPND,OCT,p53,0.364
hydNPND,OCT,p54,0.306
hydNPND,OCT,p55,0.253
hydNPND,OCT,p56,0.229
hydNPND,OCT,p57,0.18
hydNPND,OCT,p58,0.256
hydNPND,OCT,p59,0.591
hydNPND,OCT,p6,0.468
hydNPND,OCT,p60,0.563
hydNPND,OCT,p61,0.478
hydNPND,OCT,p63,0.291
hydNPND,OCT,p64,0.415
hydNPND,OCT,p65,0.567
hydNPND,OCT,p66,0.296
hydNPND,OCT,p67,0.38
hydNPND,OCT,p69,0.609
hydNPND,OCT,p70,0.58
hydNPND,OCT,p71,0.544
hydNPND,OCT,p72,0.545
hydNPND,OCT,p74,0.651
hydNPND,OCT,p76,0.627
hydNPND,OCT,p77,0.625
hydNPND,OCT,p78,0.515
hydNPND,OCT,p80,0.568
hydNPND,OCT,p81,0.523
hydNPND,OCT,p82,0.403
hydNPND,OCT,p83,0.214
hydNPND,OCT,p84,0.333
hydNPND,OCT,p85,0.314
hydNPND,OCT,p86,0.12
hydNPND,OCT,p87,0.369
hydNPND,OCT,p88,0.279
hydNPND,OCT,p89,0.262
hydNPND,OCT,p9,0.481
hydNPND,OCT,p90,0.297
hydNPND,OCT,p91,0.536
hydNPND,OCT,p92,0.366
hydNPND,OCT,p93,0.617
hydNPND,OCT,p94,0.591
hydNPND,OCT,p95,0.593
hydNPND,OCT,p96,0.519
hydNPND,OCT,p97,0.552
hydNPND,OCT,p98,0.459
hydNPND,OCT,p99,0.388
hydNPND,SEP,p1,0.412
hydNPND,SEP,p10,0.635
hydNPND,SEP,p101,0.779
hydNPND,SEP,p102,0.834
hydNPND,SEP,p103,0.495
hydNPND,SEP,p105,0.4
hydNPND,SEP,p106,0.325
hydNPND,SEP,p107,0.286
hydNPND,SEP,p108,0.301
hydNPND,SEP,p109,0.231
hydNPND,SEP,p110,0.286
hydNPND,SEP,p111,0.394
hydNPND,SEP,p112,0.289
hydNPND,SEP,p113,0.302
hydNPND,SEP,p114,0.28
hydNPND,SEP,p115,0.353
hydNPND,SEP,p116,0.329
hydNPND,SEP,p117,0.334
hydNPND,SEP,p118,0.304
hydNPND,SEP,p119,0.375
hydNPND,SEP,p121,0.33
hydNPND,SEP,p122,0.443
hydNPND,SEP,p123,0.48
hydNPND,SEP,p126,0.464
hydNPND,SEP,p127,0.422
hydNPND,SEP,p129,0.423
hydNPND,SEP,p130,0.498
hydNPND,SEP,p131,0.433
hydNPND,SEP,p132,0.476
hydNPND,SEP,p133,0.386
hydNPND,SEP,p134,0.656
hydNPND,SEP,p15,0.582
hydNPND,SEP,p16,0.892
hydNPND,SEP,p17,0.68
hydNPND,SEP,p18,0.544
hydNPND,SEP,p19,0.507
hydNPND,SEP,p2,0.282
hydNPND,SEP,p21,0.592
hydNPND,SEP,p24,0.474
hydNPND,SEP,p25,0.414
hydNPND,SEP,p26,0.674
hydNPND,SEP,p27,0.561
hydNPND,SEP,p28,0.649
hydNPND,SEP,p3,0.488
hydNPND,SEP,p31,0.621
hydNPND,SEP,p32,0.589
hydNPND,SEP,p33,0.676
hydNPND,SEP,p34,0.578
hydNPND,SEP,p37,0.497
hydNPND,SEP,p42,0.581
hydNPND,SEP,p43,0.601
hydNPND,SEP,p44,0.428
hydNPND,SEP,p45,0.357
hydNPND,SEP,p46,0.611
hydNPND,SEP,p47,0.657
hydNPND,SEP,p5,0.523
hydNPND,SEP,p50,0.345
hydNPND,SEP,p51,0.252
hydNPND,SEP,p53,0.364
hydNPND,SEP,p54,0.306
hydNPND,SEP,p55,0.253
hydNPND,SEP,p56,0.229
hydNPND,SEP,p57,0.18
hydNPND,SEP,p58,0.256
hydNPND,SEP,p59,0.591
hydNPND,SEP,p6,0.468
hydNPND,SEP,p60,0.563
hydNPND,SEP,p61,0.478
hydNPND,SEP,p63,0.291
hydNPND,SEP,p64,0.415
hydNPND,SEP,p65,0.567
hydNPND,SEP,p66,0.296
hydNPND,SEP,p67,0.38
hydNPND,SEP,p69,0.609
hydNPND,SEP,p70,0.58
hydNPND,SEP,p71,0.544
hydNPND,SEP,p72,0.545
hydNPND,SEP,p74,0.651
hydNPND,SEP,p76,0.627
hydNPND,SEP,p77,0.625
hydNPND,SEP,p78,0.515
hydNPND,SEP,p80,0.568
hydNPND,SEP,p81,0.523
hydNPND,SEP,p82,0.403
hydNPND,SEP,p83,0.214
hydNPND,SEP,p84,0.333
hydNPND,SEP,p85,0.314
hydNPND,SEP,p86,0.12
hydNPND,SEP,p87,0.369
hydNPND,SEP,p88,0.279
hydNPND,SEP,p89,0.262
hydNPND,SEP,p9,0.481
hydNPND,SEP,p90,0.297
hydNPND,SEP,p91,0.536
hydNPND,SEP,p92,0.366
hydNPND,SEP,p93,0.617
hydNPND,SEP,p94,0.591
hydNPND,SEP,p95,0.593
hydNPND,SEP,p96,0.519
hydNPND,SEP,p97,0.552
hydNPND,SEP,p98,0.459
