t,2,4,11,12,13,14,15,16,17,18,19,20,21,34,38,48,49,53,55,62,63,65,66,70,71,72,77,78,84,88,91,93,100,143,149,150,152,153,154,159,161,162,166,174,180,182,188,195,196,197,198,199,214,215,217,218,219,220,221,222,223,224,225,227,229,231,232,233,235,236,237,238,239,240,241,242,243,244,248,249,250,253,254,255,258,261,262,264,265,266,267,268,269,270,272,274,275,276,277,279,280,281,282,283,284,285,287,289,290,291,292,293,294,296,297,313,314,316,317,318,319,320,321,322,323,324,325,326,327,332,336,337,338,339,340,342,344,353,354,357,361,363,365,376,378,380,381,382,385,386,387,388,390,391,393,394,396,397,398,401,402,403,407,409,410,412,413,414,415,416,417,418,419,424,425,426,427,428,430,431,432,433,435,436,439,440,441,442,443,444,445,447,450,451,454,455,457,466,472,473,474,476,479,480,481,482,483,484,487,489,494,495,505,512,513,514,515,516,517,519,520,521,531,534,537,541,551,552,553,554,557,559,560,579,583,584,585,586,622,625,626,632,674,678,682,690,702,704,706,707,712,714,717,718,719,720,722,723,724,725,729,736,745,751,752,754,757,758,759,760,761,771,774,776,785,788,790,791,794,805,808,809,810,811,812,813,814,815,816,818,819,820,821,822,823,825,827,829,831,833,835,839,840,841,843,844,846,850,851,899,903,905,917,925,955,986,987,989,998,999,1005,1020,1067,1109,1173,1354,1359,1365,1371,1377,1380,1469,1475,1478,1482,1483,1486,1488,1491,1492,1493,1497,1498,1500,1501,1504,1505,1508,1509,1510,1511,1516,1567,1574,1603,1604,1605,1607,1620,1629,1630,1634,1637,1638,1693,1694,1698,1700,1701,1704,1705,1707,1708,1712,1714,1716,1722,1751,1753,1754,1756,1757,1760,1761,1771,1773,1774,1775,1776,1777,1778,1780,1781,1785,1786,1787,1821,1842,1844,1848,1852,1856,1865,1871,1892,1894,1895,1896,1898,1899,1900,1901,1902,1911,1943,1977,1987,2007,2009,2014,2099,2106,2124,2166,2181,2182,2185,2186,2188,2191,2192,2193,2194,2195,2199,2203,2204,2227,2228,2229,2260,2268,2273,2274,2303,2349,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2368,2481,2483,2486,2522,2530,2532,2540,2543,2544,2545,2546,2547,2548,2550,2551,2552,2555,2556,2557,2559,2560,2561,2562,2563,2564,2566,2568,2569,2571,2572,2573,2574,2575,2576,2578,2579,2580,2581,2582,2583,2586,2588,2590,2591,2595,2596,2597,2598,2599,2600,2601,2604,2605,2606,2607,2608,2609,2610,2611,2612,2613,2614,2616,2617,2619,2621,2623,2624,2627,2630,2631,2634,2638,2639,2641,2646,2685,2686,2693,2694,2700,2707,2710,2714,2715,2719,2722,2726,2728,2729,2730,2735,2736,2741,2743,2745,2746,2747,2749,2750,2751,2756,2758,2773,2778,2779,2815,2980,2981,2984,2985,2987,3003,3004,3013,3014,3020,3021,3024,3025,3026,3028,3029,3032,3033,3034,3035,3036,3037,3040,3041,3045,3047,3048,3049,3050,3053,3067,3068,3071,3074,3075,3076,3077,3078,3080,3081,3082,3083,3084,3117,3124,3145,3153,3175,3253,3254,3255,3256,3257,3258,3259,3261,3267,3270,3271,3272,3275,3283,3289,3290,3293,3305,3319,3321,3323,3356,3373,3375,3394,3395,3397,3398,3400,3401,3402,3404,3408,3409,3411,3412,3413,3414,3415,3416,3417,3418,3420,3421,3423,3424,3426,3428,3437,3581,3582,3583,3584,3585,3586,3594,3595,3597,3598,3599,3600,3643,3646,3651,3656,3658,3659,3661,3666,3675,3676,3688,3691,3697,3698,3699,3704,3709,3710,3711,3712,3714,3716,3717,3720,3722,3724,3725,3728,3731,3737,3739,3740,3743,3745,3746,3750,3753,3762,3764,3765,3772,3773,3774,3777,3778,3779,3789,3790,3798,3821,3825,3826,3827,3833,3834,3847,3850,3852,3854,3855,3860,3861,3866,3867,3868,3869,3878,3883,3886,3887,3888,3891,3895,3913,3914,3915,3916,3917,3918,3921,3925,3926,3927,3929,3971,3972,3973,3974,3975,3983,3986,3988,3989,3995,3998,4000,4002,4007,4008,4009,4011,4012,4015,4018,4043,4044,4045,4053,4056,4060,4061,4063,4064,4065,4067,4068,4071,4074,4075,4077,4079,4080,4102,4119,4120,4122,4133,4142,4147,4176,4177,4178,4180,4182,4183,4185,4201,4204,4213,4214,4258,4263,6006,6012,6047,6083,6086,6119,6128,6131,6133,6142,6158,6159,6168,6171,6172,6174,6175,6188,6196,6200,6202,6206,6207,6231,6280,6291,6302,6359,6378,6379,6388,6393,6394,6395,6396,6397,6398,6400,6402,6403,6404,6405,6406,6407,6408,6409,6410,6413,6414,6415,6416,6417,6418,6419,6421,6422,6424,6430,6431,6432,6433,6438,6440,6449,6450,6451,6456,6459,6475,6479,6480,6483,6484,6486,6505,6506,6507,6508,6513,6517,6519,6520,6521,6526,6527,6529,6531,6532,6537,6543,6544,6546,6552,6560,6561,6562,6580,6581,6595,6612,6618,6623,6624,6636,6644,6645,6646,6647,6702,6789,7012,7015,7034,7040,7042,7051,7056,7066,7072,7079,7113,7115,7116,7118,7127,7128,7129,7132,7135,7147,7151,7166,7168,7179,7183,7189,7190,7191,7200,7229,7233,7246,7259,7279,7317,7338,7367,7372,7373,7427,7431,7458,7474,7489,7493,7507,7508,7511,7541,7545,7548,7583,7588,7593,7594,7646,7657,7751,7752,7789,7807,7820,7821,7822,7862,7867,7907,7911,7942,8004,8902,9095,9096,9842,9864,10014,10025,10036,10049,10051,10059,10063,10070,10081,10109,10116,10121,10124,10128,10137,10138,10139,10140,10152,10155,10162,10173,10181,10183,10196,10197,10214,10218,10219,10220,10221,10222,10237,10238,10255,10258,10276,10279,10282,10285,10286,10296,10323,10324,10325,10412,10413,10421,10422,10423,10424,10453,10458,10467,10487,10490,10493,10494,10519,10520,10523,10526,10530,10531,10538,10539,10540,10544,10545,10546,10547,10550,10555,10556,10570,10608,10613,10656,10686,10687,10694,10706,10707,10708,10709,10728,10735,10737,10740,10752,10753,10781,10787,10798,10799,10800,10801,10806,10807,10808,10809,10817,10823,10824,10825,10848,10853,10872,10880,10881,10882,10902,10903,50010,50011,50031,50034,50036,50037,50047,50076,50079,50080,50081,50082,50091,50093,50103,50123,50126,50129,50147,50156,50158,50166,50175,50176,50177,50178,50179,50180,50190,50206,50218,50219,50223,50228,50233,50242,50252,50261,50267,50268,50269,50278,50280,50285,50311,50312,50315,50322,50323,50324,50333,50350,50351,50352,50353,50354,50360,50361,50362,50375,50380,50382,50384,50393,50395,50400,50408,50409,50414,50416,50421,50423,50433,50435,50436,50437,50439,50461,50468,50476,50479,50492,50512,50513,50514,50539,50545,50546,50601,50614,50636,50639,50652,50688,50699,50700,50702,50704,50713,50718,50741,50755,50758,50759,50768,50827,50832,50890,50891,50892,50893,50894,50895,50896,50897,50898,50917,50933,50938,50961,50972,50980,50987,50999,51033,51034,52033,52036,52039,52049,52054,52057,52058,52068,52155,52166,52171,52173,52187,54006,54017,54123,54124,54142,54148,54202,54249,54251,54261,54267,54283,54285,54302,54306,54308,54322,54340,54341,54342,54343,54355,54384,54385,54386,54387,54391,54394,54395,54418,54462,54471,54514,54524,54525,54548,54554,54555,54558,54572,54573,54652,54654,54655,54668,54674,54675,54678,54679,54680,54688,54691,54721,54729,54753,54772,54812,54827,54860,54865,54872,54878,54885,54894,54895,54896,54897,54898,54899,54900,54901,54953,54969,55009,55288,55684,55685,55860,55864,55931,56125,56265,56313,56314,56333,56498,56499,56542,56694,56695,56696,56697,56698,56703,56704,56705,56872,56893,56936,56997,57069,57085,57160,57161,57162,57184,57190,57364,57399,57400,57401,57437,57496,57551,57665,57763,58120,58257,58277,58384,58390,58392,58434,58438,58455,58470,58622,58645,58678,58679,58685,58696,58712,58783,58784,58873,58901,58977,58982,59037,59040,59357,59428,59437,59438,59836,60119,60418,60517,60868,61000,61166,61189,61190,61191,61207,61217,61355,61640,61641,61642,61688,61853,62322,62747,62918,64123,64242,64607,65033,65294,65399
2007,45.0,225.0,72.9,40.0,100.0,128.1,177.0,210.6,170.0,157.4,91.0,87.6,50.5,12.1,101.1,115.2,404.0,3.0,5.2,4.0,1.6,8.5,1.0,22.4,22.4,10.1,44.4,78.2,4.2,4.6,1.6,6.0,1.4,3.0,36.0,13.0,254.8,1312.0,1039.4,1.5,3.3,1.0,56.0,9.0,1.0,112.0,96.0,25.5,80.4,75.0,340.0,160.8,2.0,1.4,31.0,97.2,117.9,66.0,40.0,73.8,117.9,6.4,7.0,12.1,1.4,73.8,18.4,5.5,49.2,53.1,22.0,20.0,102.5,135.0,13.6,5.3,10.0,10.0,7.6,168.6,33.9,3.0,48.6,2.0,3.4,4.5,10.2,1.6,69.2,80.1,103.4,141.6,79.2,109.8,142.8,9.4,124.6,2.8,4.0,42.0,6.7,7.0,3.7,6.6,6.0,81.9,52.2,8.4,8.5,13.6,16.4,12.8,20.0,2.1,18.0,18.6,4.0,8.5,88.3,66.4,174.4,100.0,75.0,110.0,7.3,7.7,7.7,4.5,1.6,2.8,1.8,2.2,4.8,40.1,26.0,3.0,190.0,11.2,10.8,13.0,3.2,3.1,2.4,23.6,,165.0,100.0,118.2,10.0,9.8,19.6,33.0,12.0,3.2,37.5,2.4,11.0,2.0,5.6,37.5,3.2,5.6,37.5,94.0,9.0,44.0,27.3,10.0,72.0,17.0,29.0,10.0,59.0,15.3,116.1,6.1,79.2,2.7,157.8,161.6,74.1,25.5,266.0,276.2,170.8,4.5,198.6,154.4,117.0,13.4,697.0,120.0,180.0,140.0,315.0,46.7,1.4,20.0,1.4,3.0,1.2,14.4,2.9,2.9,7.9,1.9,3.1,5.9,4.1,4.4,6.0,1.2,15.0,86.4,45.0,173.2,4.5,26.0,8.1,38.2,4.8,8.6,7.2,10.0,10.8,7.2,2.0,37.2,30.5,1.6,2.0,8.0,9.0,3.2,1.4,30.0,5.7,2.4,16.8,16.4,1.4,12.7,1.6,1.8,139.5,73.5,173.0,6.0,5.4,44.6,14.4,1.8,16.8,4.8,29.6,60.0,45.0,72.0,16.0,44.8,22.5,18.4,23.9,2.9,17.2,420.0,23.5,15.9,217.2,86.6,130.0,4.6,1.0,12.1,50.0,2.2,23.4,6.0,2.8,28.4,9.0,92.4,75.0,585.4,82.8,12.4,2.5,13.5,60.0,12.5,25.0,8.8,52.7,18.0,8.3,6.8,33.0,30.0,14.0,265.2,14.5,1.0,400.0,8.0,3.0,8.0,1.5,176.4,42.0,3.6,1.1,19.6,9.4,2.8,7.6,3.4,1.7,4.8,7.3,11.8,64.8,1.2,1.2,124.8,3.2,28.2,1.8,80.0,130.0,197.4,270.0,8.9,6.4,1.8,7.2,19.6,6.6,6.5,19.2,76.4,10.5,2.8,1.6,,2.2,8.8,16.8,7.7,12.0,13.0,72.0,1.5,20.0,506.8,2.9,1.6,33.4,6.9,17.5,61.8,33.0,3.5,3.2,3.6,8.0,2.6,20.1,9.0,8.9,6.0,9.0,30.0,19.0,4.0,5.0,6.8,4.3,41.8,7.2,4.4,1.2,1.2,1.2,1.6,,2.2,12.0,6.7,9.9,3.1,9.0,10.6,15.0,1.8,9.1,7.5,1.0,3.2,0.2,5.6,0.2,2.2,18.4,,18.0,12.0,2.4,4.6,1.6,1.6,1.8,72.6,4.0,12.1,1.0,1.3,0.3,2.6,0.5,0.5,3.0,208.0,45.2,200.0,24.0,48.0,17.0,38.4,211.5,45.0,12.4,35.6,48.0,87.5,510.3,428.0,250.0,21.6,21.6,22.5,39.9,1.5,8.4,26.2,,140.4,140.4,20.9,35.6,16.0,8.4,6.4,12.4,2.2,1.6,3.2,15.0,4.8,25.0,14.4,5.5,15.0,12.4,4.0,20.0,2.0,36.0,6.0,15.0,16.0,3.0,36.0,12.0,6.0,2.5,3.0,2.0,4.0,4.0,24.0,5.0,2.0,1.3,1.5,10.0,8.0,5.4,1.0,11.9,6.0,12.0,3.0,6.0,4.0,6.0,8.0,1.0,10.0,8.0,5.0,2.0,6.0,3.0,3.0,2.7,19.0,25.0,2.0,4.0,42.0,16.0,2.0,2.0,28.0,16.0,21.0,56.0,26.0,36.0,4.0,4.0,21.9,8.0,4.0,2.0,18.0,4.0,10.0,7.0,3.0,6.5,43.6,1.0,11.6,11.6,2429.1,912.0,8.1,24.6,5.0,84.0,108.0,20.0,350.0,25.8,60.0,36.0,25.5,5.4,5.0,9.0,6.4,1.0,1.8,43.2,10.8,21.6,3.0,177.6,100.0,3.6,10.0,238.5,614.0,120.0,130.1,70.0,110.0,60.0,44.8,39.0,391.5,190.0,15.0,26.0,2.8,3.2,11.0,98.7,32.8,3.8,32.0,7.2,1.0,18.0,11.0,42.6,1.1,36.6,40.8,109.8,18.8,246.9,15.4,114.3,13.5,8.0,18.0,1092.9,26.0,100.0,15.0,80.0,30.0,2160.0,120.0,990.5,19.6,30.0,107.2,40.0,417.5,1.4,15.0,45.0,45.0,42.3,6.7,24.0,4.0,2.4,56.0,60.0,18.0,18.0,10.6,5.2,14.4,207.3,2.6,132.6,2.0,361.9,784.0,320.0,494.1,93.6,81.0,135.0,159.6,145.8,59.4,144.5,33.7,72.0,103.9,131.4,19.0,23.0,28.8,240.0,38.5,45.7,57.6,167.0,10.6,99.9,54.0,103.7,28.0,9.6,2.8,3.6,2.4,2.4,2.4,2.4,16.0,47.8,60.0,15.0,30.0,102.5,2.5,30.0,2.0,5.0,1.2,1.0,3.8,1.8,2.2,1.6,1.5,3.6,4.0,1.9,4.2,1.2,,1.7,3.0,3.5,2.0,2.4,7.4,6.3,3.6,1.3,2.2,3.0,4.0,7.2,5.0,3.2,1.0,40.8,33.6,1.1,1.4,1.9,1.8,1.6,8.4,21.6,74.8,40.0,3.6,22.5,1.6,1.4,7.5,5.0,,1.3,1.0,205.8,14.0,136.0,240.0,134.0,22.8,85.0,11.9,104.8,32.0,70.0,1.2,26.4,12.0,1299.6,774.0,955.6,1038.0,60.0,1819.7,50.0,43.2,81.0,64.0,162.0,300.0,2456.2,603.0,810.0,810.0,27.5,6.0,7.2,4.8,8.8,5.1,9.0,3.9,1.4,1.0,1.4,6.0,21.6,9.6,33.9,50.2,5.4,23.2,1.2,35.8,1.2,2.9,1.1,4.0,8.2,28.4,4.2,6.4,17.2,2.6,7.0,3.4,2.3,1.3,3.8,2.6,5.4,15.0,20.0,0.1,3.3,3.6,2.4,0.2,22.0,1.0,66.8,38.0,6.4,36.0,51.6,3.0,10.0,6.2,4.8,23.7,11.8,70.2,4.4,47.4,7.2,4.8,4.8,30.8,4.8,66.0,82.0,73.3,100.0,300.0,28.0,1.0,70.0,525.0,49.0,810.0,135.0,74.2,623.7,360.0,7.9,3.6,3.2,16.0,15.0,3.9,1.3,1.2,3.7,5.2,1.5,,40.0,10.2,4.8,27.7,49.8,27.9,17.2,4.8,151.8,12.0,12.9,5.0,41.4,31.5,52.0,30.0,100.0,70.0,135.0,36.0,90.0,33.0,8.8,48.0,20.0,207.3,152.8,1039.8,1.4,666.7,3.0,6.9,5.7,1.9,4.1,3.0,69.3,42.0,10.4,1.1,6.0,51.0,3.9,2.5,1.6,2.0,157.6,2.4,5.5,1.8,2.6,22.0,4.1,2.4,1.4,4.8,1.9,1.0,2.8,20.0,14.0,14.4,24.5,5.4,2.1,81.0,38.6,11.1,185.3,,51.2,4.9,9.0,9.9,5.1,0.7,84.0,8.0,1.2,6.6,32.4,,1.0,8.8,3.6,32.7,16.5,6.6,4.4,8.0,2.0,12.8,21.7,3.4,1.8,32.4,3.0,5.0,45.4,1.0,19.5,,3.2,59.5,,8.0,6.1,27.6,102.6,1.0,5.2,18.0,22.0,126.0,1.2,11.4,70.0,6.5,5.0,2.2,3.5,0.8,2.0,12.0,10.0,4.5,25.6,2.1,1.1,111.8,8.0,42.0,11.5,4.8,4.0,4.5,12.6,2.2,17.8,4.4,4.8,6.0,34.1,165.0,9.5,39.6,11.2,1039.4,14.8,10.0,2.3,2.6,101.2,0.4,1.2,1.5,,2.2,8.6,3.1,1.0,1.9,3.4,1.4,1.0,2.0,3.0,2.0,11.8,2.6,2.8,2.9,1.3,4.3,2.4,3.0,12.6,3.6,6.7,2.9,2.2,3.0,11.4,1.4,1.8,5.0,13.0,1.5,2.4,2.6,5.0,5.2,1.9,8.0,3.0,1.8,3.1,1.1,3.6,1.8,3.0,5.5,7.8,3.4,29.9,3.3,14.2,,39.2,25.2,1.4,3.6,4.2,5.0,5.0,9.0,4.2,1.3,1.2,1.4,3.3,1.2,8.2,1.8,3.6,22.9,3.0,4.8,18.5,1.3,1.9,5.7,2.2,3.0,5.0,1.1,1.1,1.6,4.1,1.2,9.0,3.8,5.2,1.3,1.0,5.4,2.0,3.3,6.2,2.3,4.8,2.8,1.9,1.0,2.0,3.5,,2.4,1.1,1.6,1.8,2.0,6.8,1.7,32.0,,102.0,3.0,2.5,37.4,14.0,3.1,1.3,1.4,10.2,6.6,9.2,1.6,1.7,1.7,1.2,1.8,3.7,1.4,3.2,4.8,,2.4,2.6,1.6,1.6,5.0,5.0,4.4,5.8,2.8,5.3,1.2,1.6,1.0,1.4,9.3,,1.4,3.0,3.0,19.4,10.5,1.2,2.4,2.7,1.6,2.1,1.2,1.4,1.2,14.5,4.3,4.2,4.6,1.7,1.8,4.3,7.0,1.2,17.6,2.2,3.4,30.6,3.9,16.2,2.1,1.8,3.4,1.5,1.6,1.7,1.4,2.5,1.6,1.6,2.0,1.5,1.6,3.0,0.4,1.5,32.6,1.8,5.0,1.1,14.8,3.6,,3.4,,6.2,3.0,1.2,1.5,,1.2,1.3,5.7,1.0,10.5,2.8,13.7,4.4,3.4,24.0,2.4,1.2,2.6,3.0,9.2,9.2,9.9,8.4,13.6,17.8,3.3,2.0,1.6,4.2,1.6,5.4,2.1,6.7,7.5,13.0,1.2,12.2,2.3,1.2,6.8,,3.5,10.8,1.0,1.2,1.5,15.0,4.1,9.7,5.0,1.3,1.7,2.0,15.0,,38.1,4.3,2.7,12.0,1.3,4.4,3.2,8.4,1.3,,4.0,2.0,1.2,20.1,7.5,1.0,2.3,2.8,4.3,2.1,3.6,3.4,1.4,1.2,1.5,1.3,,1.2,3.3,5.9,253.0,7.6,1.2,2.0,,4.9,4.5,9.0,1.2,1.0,192.0,3.5,3.0,,,19.6,2.3,2.4,13.8,1.4,10.4,3.7,3.4,1.0,1.0,2.1,107.4,31.4,33.0,42.0,45.0,110.0,121.5,49.8,44.0,3.0,2.6,3.2,1.5,1.2,2.5,4.5,3.3,1.0,2.0,1.5,1.8,80.0,1.7,7.5,,6.1,92.0,2.2,2.3,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
