name,MW,year_online,trtype,certain,from_lon,from_lat,to_lon,to_lat
z134:p120~~p122,100000,0,VSC,0,-77.86296392,39.92662364,-76.28677225,40.53840825
z134:p121~~p122,100000,0,VSC,0,-77.50609328,39.49881674,-76.28677225,40.53840825
z134:p121~~p123,100000,0,VSC,0,-77.50609328,39.49881674,-76.35304548,38.89366177
z134:p122~~p123,100000,0,VSC,0,-76.28677225,40.53840825,-76.35304548,38.89366177
z134:p122~~p125,100000,0,VSC,0,-76.28677225,40.53840825,-75.49933961,38.98534827
z134:p122~~p126,100000,0,VSC,0,-76.28677225,40.53840825,-74.66277334,40.17966937
z134:p122~~p127,100000,0,VSC,0,-76.28677225,40.53840825,-75.58732565,42.99934248
z134:p123~~p124,100000,0,VSC,0,-76.35304548,38.89366177,-75.72664655,37.60377329
z134:p123~~p125,100000,0,VSC,0,-76.35304548,38.89366177,-75.49933961,38.98534827
z134:p125~~p126,100000,0,VSC,0,-75.49933961,38.98534827,-74.66277334,40.17966937
z134:p126~~p127,100000,0,VSC,0,-74.66277334,40.17966937,-75.58732565,42.99934248
z134:p127~~p128,100000,0,VSC,0,-75.58732565,42.99934248,-73.00505025,40.84011058
z134:p127~~p129,100000,0,VSC,0,-75.58732565,42.99934248,-72.66583269,44.06877327
z134:p127~~p131,100000,0,VSC,0,-75.58732565,42.99934248,-71.79474674,42.25461052
z134:p127~~p132,100000,0,VSC,0,-75.58732565,42.99934248,-72.7264833,41.62044742
z134:p128~~p132,100000,0,VSC,0,-73.00505025,40.84011058,-72.7264833,41.62044742
z134:p129~~p130,100000,0,VSC,0,-72.66583269,44.06877327,-71.58021877,43.67873388
