name,MW,year_online,trtype,certain,from_lon,from_lat,to_lon,to_lat
sunzia,3000,2026,VSC,1,-105.5939222,34.3491456,-111.5425066,32.8669515
transwestexpress,3000,2032,VSC,1,-107.176147,41.747242,-112.590781,39.541825
