r,md5,node_lat,node_lon
p12053,8b8f66308ee7c3ad5d1031a5721f0753,28.55368845,-82.42499665
p12055,723e8f97fde15f7a8d5ff8d558ea3f16,27.34326841,-81.34102714
p12057,8b910e56415eb6bd1037b46e6e619c58,27.92904352,-82.30916211
p12059,d95935d7d6fbe4895b69f61eaebfc247,30.8679164,-85.81416212
p12061,25d0a45ccd9e33b6b1ef8760801b6841,27.69437976,-80.60612456
p12063,887c5a2b0d1bcf5b169ac8d63806bd13,30.79539024,-85.21537924
p12065,a1d4643376bf11b37c51f5c76fcaff79,30.43727575,-83.89553095
p12067,366c97caa1e66d39a0c21edb8fdc9caf,29.98548346,-83.18092314
p12069,ee6db9134a1add4f17b85c426b019a0d,28.7612049,-81.71172191
p12071,c333bad2a8b45d3c30902945bd98f699,26.57781906,-81.83369903
p12073,f4fce05b7e6af04c39a65a97418bb529,30.45805237,-84.27807225
p12075,7495bfe3bcb0defae0b795cb11c19e13,29.31841378,-82.74353049
p12077,c35a4c435947597d8ba9718c4d7d6643,30.24121935,-84.88291423
p12079,62752c5f9ee3bf051713cd8db0961616,30.44415073,-83.47012839
p12081,7cecfe41e1394109d7b8620ca3926166,27.47196685,-82.31520445
p12083,7c1192a2afb55fdee2a326ef8de8a3a0,29.2102711,-82.05667661
p12085,19aa6c6fb4ba9fcf39e893ff1fd5b5bd,27.07771716,-80.43115042
p12086,42a1aa5d08ca708ab153b9bd5429a670,25.61487711,-80.56255479
p12087,ca07544bf48826672810e8afd6575408,25.31464991,-81.11158466
p12089,75e0d8c653ea7377eb3a4c55234c6a43,30.61063539,-81.80186416
p12091,845c31a2fbc3d2e14ecb17d48dcc65a4,30.69113174,-86.59168685
p12093,8864b99db2b2651e51dbd14fde0e361e,27.38621282,-80.88837175
p12095,f7eb41294abbe2078d74593a0a16951e,28.51458255,-81.32334223
p12097,ed47814023c35e43f950a4ef2c8437f2,28.06252423,-81.14917489
p12099,84c230a5b1bc3495046ef916957c7238,26.64765359,-80.46562066
p12101,ba01e0390d0c58ab871d3fd682bbf613,28.30923862,-82.39322936
p12103,751f879c2408105e969d31617d31fbf5,27.91952863,-82.72558768
p12105,ca279b8542ab30bd43469423ce703e66,27.94882025,-81.69735983
p12107,d65862e5c9c83c81bb456b82791a198c,29.60860442,-81.74421198
p12109,1b8e84dcae97ad25234484e38615c570,29.90147217,-81.44055438
p12111,94d2a3c6dd19337f2511cdf8b4bf907e,27.3773112,-80.4720281
p12113,e7d81336a1915eff69e6eb7f32cf1e77,30.70016563,-87.02182154
p12115,1764183ef03fc7324eb58c3842bd9a57,27.18444828,-82.33135525
p12117,e29b722e35040b88678e25a1ec032a21,28.71699895,-81.2362827
p12119,9f29450d2eb58feb555078bdefe28aa5,28.70463071,-82.08089093
p12121,de872154ffbf91a5dcc0e539dd2d5106,30.19553469,-82.99136518
p12123,0acf03f408f90ea0dcba786d300620db,30.04691499,-83.60324833
p12125,46f6341ce05f71416cddc3e42a76102c,30.04385351,-82.37150078
p12127,e06db73b5702b904f41ccd406ac8f4ba,29.05826276,-81.18141418
p12129,37160db944a57234ac9bf1ea9e99ae58,30.16738947,-84.40071609
p12131,7a6322d4cd522986abfc17e6f73ef4ab,30.64331746,-86.16952074
