biopower,20
coal-IGCC,20
coal-new,20
CoalOldScr,20
CoalOldUns,20
Gas-CC,20
Gas-CC_H_1x1,20
Gas-CC_H_2x1,20
Gas-CT,20
Gas-CT_aero,20
Nuclear,20
Nuclear-SMR,20
o-g-s,20
