r,year,multiplier
MI,2019,0.9778883068666815
MN,2019,0.9891877287747183
MO,2019,0.9194594579871894
MS,2019,0.985486393005389
MT,2019,1.1140385007564086
NC,2019,1.00289968805572
ND,2019,1.6640025749214857
NE,2019,1.018383246104441
NH,2019,0.9953712222300363
NJ,2019,0.9594652021736791
NM,2019,1.1221367189726963
NV,2019,1.116003253410957
NY,2019,1.0192755060841552
OH,2019,0.9647781514918446
OK,2019,1.1204917952395337
OR,2019,1.0992020844326904
PA,2019,0.9802086392814825
RI,2019,0.9650981700481157
SC,2019,0.9764346982831928
SD,2019,1.1333006434370483
TN,2019,0.9653273340182217
TX,2019,1.2004696017198178
UT,2019,1.12677615005675
VA,2019,1.0418086226679197
VT,2019,0.997111039414215
WA,2019,1.0096678237521863
WI,2019,1.0072734135645085
WV,2019,1.03831223612358
WY,2019,0.9800763820029381
AL,2020,0.9179746530601217
AR,2020,0.9535175379181196
AZ,2020,1.1631455934066732
CA,2020,1.0308721556591223
CO,2020,1.0704990302814021
CT,2020,0.9155809225842636
DE,2020,0.9693574071210335
FL,2020,1.0533512846095903
GA,2020,0.9510992269884301
IA,2020,1.118925317370456
ID,2020,1.076876594619199
IL,2020,0.9180170637891425
IN,2020,0.9182066795463394
KS,2020,0.9780130091840376
KY,2020,0.7678832936878085
LA,2020,1.0505507398732872
MA,2020,0.9156774539749208
MD,2020,0.887524147823997
ME,2020,0.9916039515223323
MI,2020,0.9374416360782621
MN,2020,0.9467713455543819
MO,2020,0.8838428133461825
MS,2020,0.9357957743051798
MT,2020,1.0612529578769823
NC,2020,0.9591566730398874
ND,2020,1.6840852932021484
NE,2020,1.0449949841035717
NH,2020,0.9961857594797832
NJ,2020,0.9392025659425305
NM,2020,1.120399713961426
NV,2020,1.1587011442251365
NY,2020,0.9864186699685077
OH,2020,0.9267199804519682
OK,2020,1.077504520771364
OR,2020,1.113225092353422
PA,2020,0.9415426487872887
RI,2020,0.9805586276841215
SC,2020,0.9349163684390545
SD,2020,1.118147091837077
TN,2020,0.9186692294991168
TX,2020,1.1952611556181816
UT,2020,1.1484759271557023
VA,2020,1.0321610461142148
VT,2020,0.9836738009382313
WA,2020,0.9620642013905489
WI,2020,0.9828381496099199
WV,2020,1.0018974891922257
WY,2020,0.8965469159438456
AL,2021,0.9421161578556292
AR,2021,1.013649537718519
AZ,2021,1.1593898876141218
CA,2021,1.0292484088431797
CO,2021,1.0827554868029603
CT,2021,0.9402986762397765
DE,2021,1.0004927693738865
FL,2021,1.0520881021589839
GA,2021,0.9790759532967341
IA,2021,1.1693025517861269
ID,2021,1.1144342277613313
IL,2021,0.9436828879552763
IN,2021,0.9430693381155627
KS,2021,1.0032436628037507
KY,2021,0.7971298876616235
LA,2021,1.0704803044009186
MA,2021,0.9331897796422972
MD,2021,0.9138285854450593
ME,2021,1.0162241401914995
MI,2021,0.9648156295757391
MN,2021,0.9847864054940125
MO,2021,0.9083572603758059
MS,2021,0.966675458809625
MT,2021,1.0892309835539524
NC,2021,0.9988134693353585
ND,2021,1.76479182094035
NE,2021,1.084346918725703
NH,2021,1.0155336798115768
NJ,2021,0.9545805029514272
NM,2021,1.1522436099231617
NV,2021,1.1878112595705195
NY,2021,0.9962897674578718
OH,2021,0.9601200360518719
OK,2021,1.1163634357594552
OR,2021,1.181869436354542
PA,2021,0.9662908122395292
RI,2021,0.997664383515117
SC,2021,0.9726461085647023
SD,2021,1.1485751911598068
TN,2021,0.9632605285730084
TX,2021,1.2215793432406006
UT,2021,1.18856970096684
VA,2021,1.1033041651343267
VT,2021,1.0003328668183136
WA,2021,0.9792299314854606
WI,2021,1.012379185825834
WV,2021,1.0239507285930798
WY,2021,0.9234084654758796
AL,2022,0.9580344594855233
AR,2022,1.0218767481767526
AZ,2022,1.2090147818459884
CA,2022,1.0639488590331472
CO,2022,1.0964429958852915
CT,2022,0.9477455630144225
DE,2022,1.0073479843002353
FL,2022,1.0870992576370346
GA,2022,1.0336904375138303
IA,2022,1.199507807468472
ID,2022,1.1572224730533962
IL,2022,0.9471695122317999
IN,2022,0.9465253608209908
KS,2022,1.040261327402375
KY,2022,0.8062862542955614
LA,2022,1.121391387245103
MA,2022,0.9519792567571752
MD,2022,0.9245225004260892
ME,2022,1.0588888788689563
MI,2022,0.973305375942485
MN,2022,0.9863536067013621
MO,2022,0.9390155100581493
MS,2022,0.9862211300197722
MT,2022,1.1352017389473095
NC,2022,1.0256248240956671
ND,2022,1.960046425454588
NE,2022,1.1350324251962582
NH,2022,1.0152455813282208
NJ,2022,0.9785017258427032
NM,2022,1.2362189263960397
NV,2022,1.2057351905688647
NY,2022,1.0139822361773236
OH,2022,0.9719844617213904
OK,2022,1.2027100586064199
OR,2022,1.2316218073954832
PA,2022,0.978767418646466
RI,2022,1.0384578659400707
SC,2022,1.0097494685196802
SD,2022,1.1861471699727195
TN,2022,0.9871866240440387
TX,2022,1.3345396925829314
UT,2022,1.2173393640745214
VA,2022,1.1655870281675704
VT,2022,1.0151224790336875
WA,2022,1.0100165985539373
WI,2022,1.0195091020058769
WV,2022,1.0308594867419734
WY,2022,0.9654640792261483
AL,2023,0.9344033402285393
AR,2023,1.018072243327468
AZ,2023,1.2447965227343079
CA,2023,1.0311561718450135
CO,2023,1.0802212026879137
CT,2023,0.9181943676237475
DE,2023,0.9707023418080973
FL,2023,1.1014631958924905
GA,2023,1.0132799974249138
IA,2023,1.2056317459127301
ID,2023,1.1366443410597789
IL,2023,0.9126079461492637
IN,2023,0.9089760577228105
KS,2023,1.018810497350675
KY,2023,0.7625890643515519
LA,2023,1.124476139430209
MA,2023,0.9400225202144163
MD,2023,0.8872390827664046
ME,2023,1.0374991927209969
MI,2023,0.9443665646195702
MN,2023,0.981329840453267
MO,2023,0.902220984808171
MS,2023,0.9749954748878211
MT,2023,1.1311301435119565
NC,2023,0.9819030514738988
ND,2023,2.176876077479381
NE,2023,1.1263587001220674
NH,2023,1.0035107161409296
NJ,2023,0.9360661713686986
NM,2023,1.294476146045499
NV,2023,1.1829695371705677
NY,2023,0.9912106663473204
OH,2023,0.9540164146089203
OK,2023,1.1952747621545092
OR,2023,1.2700280451009864
PA,2023,0.9377324841139573
RI,2023,1.0130169232451196
SC,2023,0.9917058008016176
SD,2023,1.1896637661326355
TN,2023,0.9575407473802271
TX,2023,1.3864200224079641
UT,2023,1.221191464059775
VA,2023,1.1688546455902191
VT,2023,1.0011059808248486
WA,2023,0.9965222090583153
WI,2023,1.0013596041738029
WV,2023,1.0027124289569338
WY,2023,0.9828004948019271
AL,2024,0.9461224972005342
AR,2024,1.0831369958659207
AZ,2024,1.3337441895114794
CA,2024,1.0776991614005231
CO,2024,1.1574090432927902
CT,2024,0.9432900432198945
DE,2024,1.000499049410088
FL,2024,1.135273742513023
GA,2024,1.044383669994589
IA,2024,1.2659640171811803
ID,2024,1.2178639301623124
IL,2024,0.9296431236537102
IN,2024,0.9259434406564536
KS,2024,1.069793852347496
KY,2024,0.7721533505280941
LA,2024,1.1963411394112442
MA,2024,0.9657147930622937
MD,2024,0.9144737997168201
ME,2024,1.0658556541521127
MI,2024,0.9619945637241578
MN,2024,1.03043758694283
MO,2024,0.9473699628307479
MS,2024,0.9872237327773964
MT,2024,1.2119557123894418
NC,2024,1.0120435763888518
ND,2024,2.285811395804843
NE,2024,1.1827239865138066
NH,2024,1.0309382198128423
NJ,2024,0.9478269437364024
NM,2024,1.3869736994902464
NV,2024,1.2674993203745424
NY,2024,1.0036642763290864
OH,2024,0.9718245424403652
OK,2024,1.2716644851086059
OR,2024,1.3273529233806503
PA,2024,0.9495141921008403
RI,2024,1.0407042462952039
SC,2024,1.0221472311979252
SD,2024,1.2491969671286183
TN,2024,0.9695500905006034
TX,2024,1.4750257930333348
UT,2024,1.3084524175027659
VA,2024,1.2047338421305378
VT,2024,1.0284677593523748
WA,2024,1.0415019357325457
WI,2024,1.020051462682005
WV,2024,1.033491719134456
WY,2024,1.0530270814958393
AL,2025,0.9361283835706123
AR,2025,1.0971199732122907
AZ,2025,1.3313898630243155
CA,2025,1.0685015904187702
CO,2025,1.15536598377018
CT,2025,0.9397164937476363
DE,2025,1.0036753448162412
FL,2025,1.1388779086291194
GA,2025,1.0476992863914474
IA,2025,1.2754399153362264
ID,2025,1.2157141556170206
IL,2025,0.939640059741671
IN,2025,0.9359005921286536
KS,2025,1.0778013924151124
KY,2025,0.7639969137582927
LA,2025,1.2117855486731997
MA,2025,0.9620562899180013
MD,2025,0.9173769898106044
ME,2025,1.0618177784872778
MI,2025,0.9723393916756831
MN,2025,1.038150540467957
MO,2025,0.9544611448557494
MS,2025,0.9767954571653835
MT,2025,1.2098163670356725
NC,2025,1.0152565223325847
ND,2025,2.302920978458321
NE,2025,1.1915768226842132
NH,2025,1.0270326249665664
NJ,2025,0.9560123356291623
NM,2025,1.3845254122224266
NV,2025,1.2652619293921585
NY,2025,1.0123318769758156
OH,2025,0.9822750772663584
OK,2025,1.2880812964217874
OR,2025,1.3160246945317335
PA,2025,0.9577141549964343
RI,2025,1.0367616539431947
SC,2025,1.0253922533264124
SD,2025,1.2585473618281928
TN,2025,0.959308505713184
TX,2025,1.49406793851264
UT,2025,1.3061427360751385
VA,2025,1.2085585239937067
VT,2025,1.024571523570936
WA,2025,1.0326132882095356
WI,2025,1.0310206066679088
WV,2025,1.0367727567343612
WY,2025,1.0511682771095388
AL,2026,0.952326080247959
AR,2026,1.10326571611017
AZ,2026,1.3407417686661338
CA,2026,1.0819375299950877
CO,2026,1.1634814681688979
CT,2026,0.9449121652794611
DE,2026,1.0072288007768722
FL,2026,1.1429100416427982
GA,2026,1.051408606634696
IA,2026,1.2589128620599936
ID,2026,1.2242535356938127
IL,2026,0.9445646463842662
IN,2026,0.9408055804877714
KS,2026,1.0638353240653176
KY,2026,0.7772162440218242
LA,2026,1.218573614346369
MA,2026,0.9673754776845218
MD,2026,0.9206249113117397
ME,2026,1.0676885452987341
MI,2026,0.9774353531884687
MN,2026,1.0246982648375986
MO,2026,0.9420933100393467
MS,2026,0.9936968104505247
MT,2026,1.2183143200565436
NC,2026,1.0188509807991446
ND,2026,2.2730799038265133
NE,2026,1.1761364609749478
NH,2026,1.0327110654401537
NJ,2026,0.9616291865024894
NM,2026,1.394250550871441
NV,2026,1.2741493413399871
NY,2026,1.0182796215554357
OH,2026,0.9874231109998179
OK,2026,1.2952967483984723
OR,2026,1.3325731287457996
PA,2026,0.963341004554133
RI,2026,1.0424938860009698
SC,2026,1.0290225967769975
SD,2026,1.2422392009736587
TN,2026,0.9759072847570083
TX,2026,1.5024372669783124
UT,2026,1.315317301663894
VA,2026,1.2128373572967635
VT,2026,1.0302363566698063
WA,2026,1.0455979481019444
WI,2026,1.036424112249858
WV,2026,1.0404433922155107
WY,2026,1.0585518593450762
AL,2027,0.9615241453356436
AR,2027,1.1118636872870489
AZ,2027,1.3600059883418563
CA,2027,1.1091019742732142
CO,2027,1.1801987534174483
CT,2027,0.961884485897945
DE,2027,1.0175306781559423
FL,2027,1.1545996588332823
GA,2027,1.0621623524891586
IA,2027,1.2629017418400887
ID,2027,1.2418440140406228
IL,2027,0.9516471550981707
IN,2027,0.9478599030769147
KS,2027,1.0672060984385108
KY,2027,0.7847230064091959
LA,2027,1.2280702031191946
MA,2027,0.9847512797632947
MD,2027,0.930041009164716
ME,2027,1.0868661503474883
MI,2027,0.9847643321342034
MN,2027,1.0279450329916877
MO,2027,0.9450783434508172
MS,2027,1.0032944557629042
MT,2027,1.2358194617953568
NC,2027,1.0292717291570574
ND,2027,2.2802821834601312
NE,2027,1.179863062782907
NH,2027,1.051260412091567
NJ,2027,0.9722737912289056
NM,2027,1.4142836023677823
NV,2027,1.292456739069283
NY,2027,1.0295513094623359
OH,2027,0.9948269798771228
OK,2027,1.3053912559550933
OR,2027,1.3660303363005724
PA,2027,0.974004557984248
RI,2027,1.0612189496906566
SC,2027,1.039547379829381
SD,2027,1.2461752500681904
TN,2027,0.9853331094938498
TX,2027,1.5141460621741727
UT,2027,1.3342162142171596
VA,2027,1.2252421869898678
VT,2027,1.0487412531043308
WA,2027,1.0718500064797212
WI,2027,1.0441953990902126
WV,2027,1.0510849864969698
WY,2027,1.0737614813865046
AL,2028,0.9702070447878397
AR,2028,1.1219798825278122
AZ,2028,1.3800209344433207
CA,2028,1.1330280382687452
CO,2028,1.197567511085542
CT,2028,0.9773420199696147
DE,2028,1.0273169539628384
FL,2028,1.1657042190696068
GA,2028,1.072377881078428
IA,2028,1.2670856426694825
ID,2028,1.260119993132269
IL,2028,0.9579855941861705
IN,2028,0.9541731171998431
KS,2028,1.0707416739567497
KY,2028,0.7918093297173824
LA,2028,1.239243693256669
MA,2028,1.000576284410138
MD,2028,0.938985838075334
ME,2028,1.1043321463133733
MI,2028,0.991323347943612
MN,2028,1.0313505394801328
MO,2028,0.9482093186755759
MS,2028,1.0123545557329305
MT,2028,1.254006778712345
NC,2028,1.0391709265355842
ND,2028,2.2878365910617315
NE,2028,1.1837718625599631
NH,2028,1.0681542219786588
NJ,2028,0.9829205412631178
NM,2028,1.4350973416573338
NV,2028,1.3114775758837485
NY,2028,1.040825269059032
OH,2028,1.0014530178800416
OK,2028,1.3172682449797541
OR,2028,1.3954989785032714
PA,2028,0.9846702605410705
RI,2028,1.0782727937985916
SC,2028,1.0495454050405555
SD,2028,1.2503037372573311
TN,2028,0.994231012222718
TX,2028,1.5279223886817517
UT,2028,1.3538516171816823
VA,2028,1.2370261638561553
VT,2028,1.0655945799745445
WA,2028,1.0949724536879224
WI,2028,1.051150255097133
WV,2028,1.061193976619006
WY,2028,1.0895638222291226
AL,2029,0.9774686165566849
AR,2029,1.1346230922853933
AZ,2029,1.4091926845324259
CA,2029,1.1587948382244382
CO,2029,1.222882446008838
CT,2029,0.9954940369625739
DE,2029,1.0415641267739344
FL,2029,1.1818705924479918
GA,2029,1.0872499737968295
IA,2029,1.2787083162500934
ID,2029,1.2867572017458964
IL,2029,0.9668950777128712
IN,2029,0.9630471438249872
KS,2029,1.0805633312674088
KY,2029,0.7977356732807208
LA,2029,1.253208309020816
MA,2029,1.0191598276798006
MD,2029,0.9520080056260848
ME,2029,1.1248427306084952
MI,2029,1.0005428801492506
MN,2029,1.0408108713345054
MO,2029,0.9569070159944731
MS,2029,1.0199315830297997
MT,2029,1.2805147623563733
NC,2029,1.0535824941764262
ND,2029,2.308822368982525
NE,2029,1.194630318759861
NH,2029,1.0879928794724403
NJ,2029,0.9967380787235995
NM,2029,1.465433331466977
NV,2029,1.3392004133685138
NY,2029,1.0554568100038961
OH,2029,1.0107667583159263
OK,2029,1.3321120928843682
OR,2029,1.4272347712665383
PA,2029,0.9985123949151924
RI,2029,1.098299381908132
SC,2029,1.0641008493958966
SD,2029,1.2617724744329366
TN,2029,1.0016723927907656
TX,2029,1.5451400264970436
UT,2029,1.3824701837906637
VA,2029,1.2541816536592985
VT,2029,1.085385697646846
