year,East_North_Central,East_South_Central,Mid_Atlantic,Mountain,New_England,Pacific,South_Atlantic,West_North_Central,West_South_Central
2010,7.284740,7.052195,8.029929,7.411758,7.982745,7.111215,8.881817,7.945617,6.794563
2011,6.590526,6.200719,7.377836,6.943720,7.167235,6.701323,7.820684,7.384226,6.186470
2012,4.436393,4.285315,5.055407,4.944189,5.265741,5.118084,5.901089,4.969132,4.197890
2013,5.798799,5.573907,6.391770,6.191380,8.288568,6.129617,6.665336,6.387280,5.456864
2014,7.090144,6.365429,6.934217,6.711761,9.008804,6.834649,7.414891,7.600775,6.309728
2015,3.830344,3.936559,3.955524,4.400529,5.818904,4.436219,5.351985,4.549214,3.810969
2016,3.702813,3.440444,3.761103,3.641224,5.288969,3.767287,4.637625,3.596053,3.182103
2017,4.367491,4.171180,4.273347,4.309878,5.501604,4.303622,5.005705,4.591622,3.918561
2018,4.194623,4.135983,4.343893,4.429510,6.041946,4.435284,4.821424,4.452841,3.887967
2019,3.158146,3.382092,3.666846,3.652844,5.626095,3.851271,4.210978,3.444215,2.928796
2020,2.500094,2.847042,3.002106,3.202177,5.028296,3.395345,3.632215,2.932145,2.437787
2021,5.354461,6.103195,5.469398,6.467966,8.165012,6.896124,6.814051,5.812811,5.589903
2022,6.920882,8.127083,6.343897,8.030012,9.172878,8.260091,8.777133,7.836413,7.561634
2023,2.647104,3.014444,3.178631,3.390465,5.323960,3.594995,3.845785,3.104561,2.581129
2024,2.347516,2.717609,2.331541,2.918821,4.021704,3.265625,3.679544,2.676249,2.259577
2025,3.286574,3.800634,3.387378,3.695329,5.345607,3.943778,4.709843,3.555411,3.311579
2026,3.084828,3.513833,3.147799,3.556494,4.852463,3.751729,4.388223,3.362976,3.102779
2027,2.862534,3.208148,2.785328,3.328036,3.666937,3.450739,4.032940,3.210815,2.776315
2028,2.797957,3.162952,2.605392,3.330281,3.465783,3.458980,3.949574,3.184686,2.734897
2029,2.850465,3.264244,2.580803,3.407689,3.167606,3.559944,4.017421,3.304868,2.837093
2030,3.002350,3.475777,2.662569,3.680808,2.926042,3.842189,4.451139,3.534045,3.069016
2031,3.094841,3.617326,2.699370,3.904559,2.915775,4.088018,4.593555,3.667346,3.234858
2032,3.380701,3.970807,2.858877,4.376479,3.220855,4.569868,4.939392,4.172229,3.627450
2033,3.330557,3.937970,2.926083,4.499977,3.376226,4.363488,4.935080,4.209935,3.608490
2034,3.208234,3.868895,2.870562,4.575318,3.326463,4.426440,4.550412,4.190933,3.556247
2035,3.182476,3.917942,2.851336,4.714975,3.366169,4.544697,4.708346,4.240469,3.616472
2036,3.181453,3.951176,2.811184,4.848455,3.393479,4.679333,4.637809,4.298808,3.696667
2037,3.152076,3.932922,2.863233,4.887789,3.464981,4.710261,4.647636,4.302949,3.704575
2038,3.081966,3.861789,2.828988,4.774141,3.410531,4.764500,4.570607,4.243705,3.629383
2039,3.007529,3.800644,2.790657,4.619734,3.453385,4.775273,4.504010,4.165158,3.543797
2040,2.915007,3.731605,2.642806,4.545332,3.260410,4.720599,4.440323,4.079655,3.470656
2041,2.794668,3.631639,2.468462,4.422882,3.059327,4.656564,4.338802,3.977866,3.384425
2042,2.674123,3.534928,2.317640,4.290660,2.890143,4.540991,4.229695,3.853020,3.284886
2043,2.589398,3.457415,2.249035,4.191004,2.752141,4.440181,4.150131,3.749722,3.211062
2044,2.543918,3.390016,2.198134,4.115810,2.547546,4.342209,4.079580,3.686228,3.147907
2045,2.486152,3.335948,2.131695,4.076365,2.426736,4.308940,4.022791,3.641717,3.098754
2046,2.454142,3.294115,2.101854,4.076965,2.440843,4.314435,3.974510,3.623240,3.066741
2047,2.419697,3.262509,2.082169,4.058603,2.399387,4.266572,3.935534,3.587930,3.043042
2048,2.394982,3.220711,2.054138,4.025033,2.361834,4.200194,3.893207,3.563347,3.014104
2049,2.352619,3.173899,2.025916,3.980294,2.339232,4.140861,3.848231,3.518968,2.969493
2050,2.313998,3.130726,2.000027,3.923027,2.374989,4.091122,3.799017,3.463644,2.930648
