Year,Utility Name,State,Trn - Total Transmission Plant,Dis - Total Distribution Plant,Gen - Total General Plant
2011,Entergy Texas Inc,TX,61530973,73923447,3681221
2010,Entergy Texas Inc,TX,36025024,65611143,10203337
2009,Entergy Texas Inc,TX,26536335,80932959,11834245
2008,Entergy Texas Inc,TX,28789957,61760871,16261664
2019,Evergy Generating Inc,KS,0,0,0
2018,Evergy Generating Inc,KS,0,0,0
2017,Evergy Generating Inc,KS,0,0,0
2016,Evergy Generating Inc,KS,0,0,0
2015,Evergy Generating Inc,KS,0,0,0
2014,Evergy Generating Inc,KS,0,0,0
2013,Evergy Generating Inc,KS,0,0,0
2012,Evergy Generating Inc,KS,0,0,0
2011,Evergy Generating Inc,KS,0,0,0
2010,Evergy Generating Inc,KS,0,0,0
2009,Evergy Generating Inc,KS,0,0,0
2008,Evergy Generating Inc,KS,0,0,0
2007,Evergy Generating Inc,KS,0,0,0
2006,Evergy Generating Inc,KS,0,0,0
2005,Evergy Generating Inc,KS,0,0,0
2004,Evergy Generating Inc,KS,0,0,0
2003,Evergy Generating Inc,KS,0,0,0
2002,Evergy Generating Inc,KS,0,0,0
2001,Evergy Generating Inc,KS,0,0,0
2019,Evergy Kansas Central Inc,KS,60948957,74234055,15489905
2018,Evergy Kansas Central Inc,KS,185046373,102418389,19207239
2017,Evergy Kansas Central Inc,KS,96081299,93588685,16509936
2016,Evergy Kansas Central Inc,KS,126263985,123110527,12936839
2015,Evergy Kansas Central Inc,KS,47299275,104404351,7199296
2014,Evergy Kansas Central Inc,KS,123786085,76430305,11248704
2013,Evergy Kansas Central Inc,KS,64303720,41699953,11686696
2012,Evergy Kansas Central Inc,KS,97477215,43708933,9261143
2011,Evergy Kansas Central Inc,KS,53186756,42165244,15139171
2010,Evergy Kansas Central Inc,KS,169821899,39484587,9326023
2009,Evergy Kansas Central Inc,KS,87437321,46409554,14743920
2008,Evergy Kansas Central Inc,KS,85946882,55254253,13870045
2007,Evergy Kansas Central Inc,KS,24811228,48090764,4856667
2006,Evergy Kansas Central Inc,KS,26966055,56388942,6702402
2005,Evergy Kansas Central Inc,KS,6366256,39612836,13144536
2004,Evergy Kansas Central Inc,KS,13877642,40662841,10571397
2003,Evergy Kansas Central Inc,KS,5460078,31824049,5355210
2002,Evergy Kansas Central Inc,KS,6142261,34959240,19836459
2001,Evergy Kansas Central Inc,KS,10591105,36835167,14077023
2000,Evergy Kansas Central Inc,KS,9112700,30089593,22929384
1999,Evergy Kansas Central Inc,KS,7830721,30901860,25633688
1998,Evergy Kansas Central Inc,KS,7312367,25301948,2318787
1997,Evergy Kansas Central Inc,KS,6590013,31958956,10740941
1996,Evergy Kansas Central Inc,KS,7957180,29406869,16768186
1995,Evergy Kansas Central Inc,KS,2813750,37178065,5783002
1994,Evergy Kansas Central Inc,KS,6315638,30515565,3896548
2019,Evergy Kansas South Inc,KS,66835160,60569331,12771634
2018,Evergy Kansas South Inc,KS,125843470,77615380,19180219
2017,Evergy Kansas South Inc,KS,48981978,104586455,26548971
2016,Evergy Kansas South Inc,KS,60430258,85472734,10283093
2015,Evergy Kansas South Inc,KS,100247187,58331977,5343743
2014,Evergy Kansas South Inc,KS,94399928,56626099,4786359
2013,Evergy Kansas South Inc,KS,51780967,26896154,5726657
2012,Evergy Kansas South Inc,KS,143980442,43335293,5092614
2011,Evergy Kansas South Inc,KS,55063277,32976598,7630622
2010,Evergy Kansas South Inc,KS,50114458,25881089,4398632
2009,Evergy Kansas South Inc,KS,21216069,46421024,5100391
2008,Evergy Kansas South Inc,KS,77646689,34218181,12932259
2007,Evergy Kansas South Inc,KS,10696766,34705657,5594898
2006,Evergy Kansas South Inc,KS,9837390,36511355,4238166
2005,Evergy Kansas South Inc,KS,5187300,29517724,4185207
2004,Evergy Kansas South Inc,KS,7865257,30893358,7034832
2003,Evergy Kansas South Inc,KS,5891605,24701524,3811442
2002,Evergy Kansas South Inc,KS,5894571,30138321,3508648
2001,Evergy Kansas South Inc,KS,6022837,33774219,5288264
2000,Evergy Kansas South Inc,KS,14066177,22520706,5556927
1999,Evergy Kansas South Inc,KS,3302503,21698745,2176423
1998,Evergy Kansas South Inc,KS,6562681,23651745,5740015
1997,Evergy Kansas South Inc,KS,16267663,28777824,7128667
1996,Evergy Kansas South Inc,KS,16063605,21206088,8360876
1995,Evergy Kansas South Inc,KS,6078078,28358671,434848
1994,Evergy Kansas South Inc,KS,5259902,22093105,5786064
2019,Evergy Metro Inc,MO,24189018,140267502,21279784
2018,Evergy Metro Inc,MO,27682574,124035617,64279384
2017,Evergy Metro Inc,MO,17124832,111476557,36684943
2016,Evergy Metro Inc,MO,21445280,110061787,37941102
2015,Evergy Metro Inc,MO,17091060,159751112,60479847
2014,Evergy Metro Inc,MO,13933797,137981992,20322589
2013,Evergy Metro Inc,MO,19788301,89549661,25655783
2012,Evergy Metro Inc,MO,4784841,62107447,21428172
2011,Evergy Metro Inc,MO,8084147,75699404,17829219
2010,Evergy Metro Inc,MO,38072050,76115063,25428555
2009,Evergy Metro Inc,MO,12589720,81641362,50406426
2008,Evergy Metro Inc,MO,18920851,105091958,30901443
2007,Evergy Metro Inc,MO,20175629,85086577,14655508
2006,Evergy Metro Inc,MO,40333139,94897501,16792873
2005,Evergy Metro Inc,MO,17936739,64944651,8876117
2004,Evergy Metro Inc,MO,8356377,68476119,48101522
2003,Evergy Metro Inc,MO,28460460,54715388,2710005
2002,Evergy Metro Inc,MO,7107035,71893429,3697686
2001,Evergy Metro Inc,MO,12873104,69934169,4530772
2000,Evergy Metro Inc,MO,10540253,58017328,14658529
1999,Evergy Metro Inc,MO,3635761,64698259,10183264
1998,Evergy Metro Inc,MO,4499405,51373919,6759228
1997,Evergy Metro Inc,MO,3006831,40908978,3320896
1996,Evergy Metro Inc,MO,9430680,52858196,6538935
1995,Evergy Metro Inc,MO,13355652,49004204,6975383
1994,Evergy Metro Inc,MO,8963871,44959941,20304380
2019,Evergy Missouri West Inc,MO,32330589,106062007,6995637
2018,Evergy Missouri West Inc,MO,28957942,78353131,5865583
2017,Evergy Missouri West Inc,MO,10837728,77272830,8709571
2016,Evergy Missouri West Inc,MO,19356639,70090535,8132626
2015,Evergy Missouri West Inc,MO,10836588,68176164,9976781
2014,Evergy Missouri West Inc,MO,13853047,52028977,14439509
2013,Evergy Missouri West Inc,MO,22617168,59333629,10730792
2012,Evergy Missouri West Inc,MO,16684945,49312601,8222756
2011,Evergy Missouri West Inc,MO,14966340,48778934,7537057
2010,Evergy Missouri West Inc,MO,19976696,43018702,24503238
2009,Evergy Missouri West Inc,MO,15855144,52688483,14313542
2008,Evergy Missouri West Inc,MO,5644884,76434019,17883356
2007,Evergy Missouri West Inc,MO,3216767,53728898,3805224
2006,Evergy Missouri West Inc,MO,19079242,61665659,2973693
2005,Evergy Missouri West Inc,MO,40981096,76574688,3063727
2004,Evergy Missouri West Inc,MO,17783111,49055977,1266511
2003,Evergy Missouri West Inc,MO,5332898,48485489,2570649
2002,Evergy Missouri West Inc,MO,36212519,64067149,3272598
2001,Evergy Missouri West Inc,MO,15405504,43908834,4330091
2000,Evergy Missouri West Inc,MO,28026873,50198913,4489118
1999,Evergy Missouri West Inc,MO,4940129,36941107,363227
1998,Evergy Missouri West Inc,MO,7476170,38360042,6013684
1997,Evergy Missouri West Inc,MO,10184442,50709232,3492003
1996,Evergy Missouri West Inc,MO,9792492,37267231,2893907
1995,Evergy Missouri West Inc,MO,2903317,26902752,2448796
1994,Evergy Missouri West Inc,MO,6674516,31197585,3259076
2002,Exeter & Hampton Electric Co,NH,0,3903102,585196
2001,Exeter & Hampton Electric Co,NH,458774,3305749,342897
2000,Exeter & Hampton Electric Co,NH,193235,3683959,584854
1999,Exeter & Hampton Electric Co,NH,83246,3161889,268278
1998,Exeter & Hampton Electric Co,NH,306634,2988314,288556
1997,Exeter & Hampton Electric Co,NH,122174,3306558,217300
1996,Exeter & Hampton Electric Co,NH,278961,2247236,344767
1995,Exeter & Hampton Electric Co,NH,71460,2239598,253283
1994,Exeter & Hampton Electric Co,NH,269527,1899490,380880
2005,Fall River Rural Electric Coop Inc,ID,19871,2123395,438620
2004,Fall River Rural Electric Coop Inc,ID,5967,2259872,475151
2003,Fall River Rural Electric Coop Inc,ID,636305,2517116,489572
2004,First Electric Coop Corp,AR,68860,27039657,10709303
2003,First Electric Coop Corp,AR,69150,14457753,886236
2002,First Electric Coop Corp,AR,1677,15181996,621835
2001,First Electric Coop Corp,AR,129682,19281017,1746941
2000,First Electric Coop Corp,AR,0,10941870,935744
2019,Fitchburg Gas & Electric Light Co,MA,176628,8003202,57239
2018,Fitchburg Gas & Electric Light Co,MA,360345,6900755,175210
2017,Fitchburg Gas & Electric Light Co,MA,130331,7327015,270556
2016,Fitchburg Gas & Electric Light Co,MA,782116,7910507,91719
2015,Fitchburg Gas & Electric Light Co,MA,274625,7246103,100131
2014,Fitchburg Gas & Electric Light Co,MA,1272467,4903075,90073
2013,Fitchburg Gas & Electric Light Co,MA,3375961,4520800,126407
2012,Fitchburg Gas & Electric Light Co,MA,88354,7483780,110057
2011,Fitchburg Gas & Electric Light Co,MA,69304,2951666,99722
2010,Fitchburg Gas & Electric Light Co,MA,54666,5839376,147906
2009,Fitchburg Gas & Electric Light Co,MA,43964,10732189,26757
2008,Fitchburg Gas & Electric Light Co,MA,5282,6671561,26390
2007,Fitchburg Gas & Electric Light Co,MA,186122,5342391,91663
2006,Fitchburg Gas & Electric Light Co,MA,1445888,3121690,27028
2005,Fitchburg Gas & Electric Light Co,MA,7728,4499422,22068
2004,Fitchburg Gas & Electric Light Co,MA,1045829,4434503,5730
2003,Fitchburg Gas & Electric Light Co,MA,915439,3260150,386854
2002,Fitchburg Gas & Electric Light Co,MA,56219,3380637,255373
2001,Fitchburg Gas & Electric Light Co,MA,54340,4505963,407750
2000,Fitchburg Gas & Electric Light Co,MA,519363,5549121,300623
1999,Fitchburg Gas & Electric Light Co,MA,122440,3324031,13152
1998,Fitchburg Gas & Electric Light Co,MA,141347,3789523,186564
1997,Fitchburg Gas & Electric Light Co,MA,214614,3379491,51061
1996,Fitchburg Gas & Electric Light Co,MA,721715,4325237,255149
1995,Fitchburg Gas & Electric Light Co,MA,208150,2114147,64169
1994,Fitchburg Gas & Electric Light Co,MA,173900,2012985,152208
2004,Florida Keys Electric Coop Association Inc,FL,898308,2721986,408426
2003,Florida Keys Electric Coop Association Inc,FL,6115,3214659,653613
2002,Florida Keys Electric Coop Association Inc,FL,0,2273097,2436356
2019,Florida Power & Light Co,FL,943031180,1733465556,231045050
2018,Florida Power & Light Co,FL,453975414,1602528658,227053482
2017,Florida Power & Light Co,FL,359278405,1455591475,246931296
2016,Florida Power & Light Co,FL,450156703,1205032319,210956167
2015,Florida Power & Light Co,FL,347636033,1085860346,192772154
2014,Florida Power & Light Co,FL,290959825,737596838,128366877
2013,Florida Power & Light Co,FL,158259307,581681530,90804252
2012,Florida Power & Light Co,FL,193147165,668539937,153514045
2011,Florida Power & Light Co,FL,259370403,585857611,73907462
2010,Florida Power & Light Co,FL,122869333,484256866,48356765
2009,Florida Power & Light Co,FL,315751417,461620949,57962330
2008,Florida Power & Light Co,FL,241164597,516336863,60082251
2007,Florida Power & Light Co,FL,158028776,586437277,59009018
2006,Florida Power & Light Co,FL,229027664,681742910,48904418
2005,Florida Power & Light Co,FL,149785147,581064197,88357929
2004,Florida Power & Light Co,FL,117250117,471658648,39835198
2003,Florida Power & Light Co,FL,123304140,519717863,60090416
2002,Florida Power & Light Co,FL,100910139,493408106,75897009
2001,Florida Power & Light Co,FL,122692370,446966457,86310422
2000,Florida Power & Light Co,FL,91420562,465245934,80524468
1999,Florida Power & Light Co,FL,70212748,368448755,109553844
1998,Florida Power & Light Co,FL,33888654,344668774,81807050
1997,Florida Power & Light Co,FL,53526487,288651776,85368543
1996,Florida Power & Light Co,FL,127227867,261516713,71010563
1995,Florida Power & Light Co,FL,58397588,254623889,73862655
1994,Florida Power & Light Co,FL,141113360,268310561,83686161
2004,Flowell Electric Association Inc,UT,0,62585,89277
2003,Flowell Electric Association Inc,UT,0,53384,20457
2004,Frontier Communications Corp,LA,43338,319871,24155
2003,Frontier Communications Corp,LA,2225048,8029884,169315
2002,Frontier Communications Corp,LA,5968861,15250451,1239205
2001,Frontier Communications Corp,LA,8110881,33146623,5103980
2000,Frontier Communications Corp,LA,3442594,15742566,3212968
1999,Frontier Communications Corp,LA,4281332,32790553,48368745
1998,Frontier Communications Corp,LA,2780919,13454587,24343364
1997,Frontier Communications Corp,LA,818055,9321469,33213687
1996,Frontier Communications Corp,LA,3054738,28217111,10936606
1995,Frontier Communications Corp,LA,9610726,12592286,9443592
1994,Frontier Communications Corp,LA,6261810,16810887,5709454
2019,Georgia Power Co,GA,480789254,834401094,348437590
2018,Georgia Power Co,GA,283881838,545956911,130008514
2017,Georgia Power Co,GA,297025087,568705411,89967543
2016,Georgia Power Co,GA,360958492,521748715,102344908
2015,Georgia Power Co,GA,326940910,432872594,89184068
2014,Georgia Power Co,GA,281411050,414507931,98667422
2013,Georgia Power Co,GA,314997840,351116388,88851894
2012,Georgia Power Co,GA,271302512,386417008,86790393
2011,Georgia Power Co,GA,190531433,391609376,54916872
2010,Georgia Power Co,GA,324229060,360739861,62395647
2009,Georgia Power Co,GA,144910518,348144184,70534242
2008,Georgia Power Co,GA,194390781,514211337,80577192
2007,Georgia Power Co,GA,285298593,407626703,59293337
2006,Georgia Power Co,GA,354612986,764563750,173388085
2005,Georgia Power Co,GA,145801057,270719350,31370742
2004,Georgia Power Co,GA,222254386,277552937,50432442
2003,Georgia Power Co,GA,162776950,256960287,35859416
2002,Georgia Power Co,GA,199786534,261369675,22857445
2001,Georgia Power Co,GA,180971740,274422857,28902588
2000,Georgia Power Co,GA,182912395,288604693,33327715
1999,Georgia Power Co,GA,91573652,267459222,71813284
1998,Georgia Power Co,GA,49137516,210671288,87777907
1997,Georgia Power Co,GA,41449934,222981752,135593424
1996,Georgia Power Co,GA,45743893,182482888,46828577
1995,Georgia Power Co,GA,79568159,220032244,39830968
1994,Georgia Power Co,GA,70419134,230925046,41735100
2019,Golden Spread Electric Coop Inc,TX,4748245,702139,679211
2018,Golden Spread Electric Coop Inc,TX,0,6241418,601580
2017,Golden Spread Electric Coop Inc,TX,1770521,4904577,3791064
2016,Golden Spread Electric Coop Inc,TX,18933182,5554155,7747296
2015,Golden Spread Electric Coop Inc,TX,713458,12537256,3697627
2014,Golden Spread Electric Coop Inc,TX,7229922,3141336,1788308
2013,Golden Spread Electric Coop Inc,TX,3747049,7882631,1339039
2012,Golden Spread Electric Coop Inc,TX,3053112,3927,1573550
2011,Golden Spread Electric Coop Inc,TX,16262738,35854,759742
2010,Golden Spread Electric Coop Inc,TX,3784658,0,1097154
2009,Golden Spread Electric Coop Inc,TX,3286760,0,190390
2008,Golden Spread Electric Coop Inc,TX,18698683,0,28802
2007,Golden Spread Electric Coop Inc,TX,368697,0,167849
2006,Golden Spread Electric Coop Inc,TX,986669,0,22524
2005,Golden Spread Electric Coop Inc,TX,4597752,0,57572
2004,Golden Spread Electric Coop Inc,TX,19854789,0,191219
2003,Golden Spread Electric Coop Inc,TX,8645,0,65735
2002,Golden Spread Electric Coop Inc,TX,1366456,0,65340
2001,Golden Spread Electric Coop Inc,TX,0,0,20005
2000,Golden Spread Electric Coop Inc,TX,0,0,53001
1999,Golden Spread Electric Coop Inc,TX,0,0,97362
1998,Golden Spread Electric Coop Inc,TX,0,0,3970
1997,Golden Spread Electric Coop Inc,TX,0,0,9884
1996,Golden Spread Electric Coop Inc,TX,0,0,5733
1995,Golden Spread Electric Coop Inc,TX,0,0,1891
1994,Golden Spread Electric Coop Inc,TX,771427,0,45929
2019,Golden State Water Co,CA,225200,1622400,601100
2018,Golden State Water Co,CA,452200,5725300,267500
2017,Golden State Water Co,CA,0,5430900,642000
2016,Golden State Water Co,CA,0,5056900,517000
2015,Golden State Water Co,CA,1483700,4807600,1145600
2014,Golden State Water Co,CA,126100,1653800,640100
2013,Golden State Water Co,CA,480200,1575500,44000
2012,Golden State Water Co,CA,1482200,2887600,283100
2011,Golden State Water Co,CA,652100,3276800,1189400
2010,Golden State Water Co,CA,284500,1116000,285800
2009,Golden State Water Co,CA,7500,934500,58600
2008,Golden State Water Co,CA,3400,1411800,275700
2007,Golden State Water Co,CA,483000,1371500,380200
2006,Golden State Water Co,CA,52000,1743200,944600
2005,Golden State Water Co,CA,58900,1297400,1501500
2004,Golden State Water Co,CA,798600,2381700,12518600
2003,Golden State Water Co,CA,82754,1287817,480675
2002,Golden State Water Co,CA,89010,2317095,214242
2004,Graham County Electric Coop Inc,AZ,99013,1288857,244801
2003,Graham County Electric Coop Inc,AZ,8219,789961,239994
2002,Graham County Electric Coop Inc,AZ,786,836541,170385
2001,Graham County Electric Coop Inc,AZ,16468,2306901,139170
2000,Graham County Electric Coop Inc,AZ,77720,2171934,359570
1999,Graham County Electric Coop Inc,AZ,0,1941668,227932
1998,Graham County Electric Coop Inc,AZ,659843,616261,152781
2019,Granite State Electric Co,NH,0,14860058,1788682
2018,Granite State Electric Co,NH,0,17500757,984509
2017,Granite State Electric Co,NH,0,13580853,392070
2016,Granite State Electric Co,NH,0,18126781,697666
2015,Granite State Electric Co,NH,0,10122753,5363072
2014,Granite State Electric Co,NH,0,20866112,4654129
2013,Granite State Electric Co,NH,0,10132776,972414
2012,Granite State Electric Co,NH,0,2950566,0
2011,Granite State Electric Co,NH,0,5060748,23956
2010,Granite State Electric Co,NH,0,8096939,200546
2009,Granite State Electric Co,NH,0,5112935,0
2008,Granite State Electric Co,NH,0,6145126,0
2007,Granite State Electric Co,NH,0,7814675,151561
2006,Granite State Electric Co,NH,0,8477569,17000
2005,Granite State Electric Co,NH,0,5644680,24127
2004,Granite State Electric Co,NH,0,3302608,0
2003,Granite State Electric Co,NH,0,2771023,183182
2002,Granite State Electric Co,NH,0,3821774,1264303
2001,Granite State Electric Co,NH,0,5050879,-90795
2000,Granite State Electric Co,NH,0,3857124,-8436
1999,Granite State Electric Co,NH,0,3025812,167024
1998,Granite State Electric Co,NH,0,2877712,-49915
1997,Granite State Electric Co,NH,0,3429854,299902
1996,Granite State Electric Co,NH,0,2776292,283738
1995,Granite State Electric Co,NH,0,2651149,1389194
1994,Granite State Electric Co,NH,0,3830115,45390
1999,Great Bay Power Corp,NH,0,0,133529
1998,Great Bay Power Corp,NH,284478,0,816929
1997,Great Bay Power Corp,NH,0,0,236728
1996,Great Bay Power Corp,NH,-1621,0,174708
1995,Great Bay Power Corp,NH,-61062,0,34455
1994,Great Bay Power Corp,NH,65033,0,15618
2007,Great River Hydro LLC,MA,0,0,3472889
2006,Great River Hydro LLC,MA,0,0,0
2005,Great River Hydro LLC,MA,0,0,501957600
2019,Green Mountain Power Corp,VT,9012211,64954636,5321437
2018,Green Mountain Power Corp,VT,10170205,61079958,8452735
2017,Green Mountain Power Corp,VT,10031653,48367452,13500253
2016,Green Mountain Power Corp,VT,7639396,52947717,17973761
2015,Green Mountain Power Corp,VT,15396283,36390103,13886352
2014,Green Mountain Power Corp,VT,17076012,41479433,21343918
2013,Green Mountain Power Corp,VT,37534864,51950937,11047427
2012,Green Mountain Power Corp,VT,10259988,32109498,2275398
2011,Green Mountain Power Corp,VT,1005518,11220215,3236197
2010,Green Mountain Power Corp,VT,7869001,17302710,2297929
2009,Green Mountain Power Corp,VT,1173022,13430566,4171424
2008,Green Mountain Power Corp,VT,961279,9472613,4541059
2007,Green Mountain Power Corp,VT,966764,9358915,3330160
