Year,Utility Name,State,Trn Total Operation Expenses $,Trn Total Maintenance Expenses $,Dis Total Maintenance Expenses $,Dis Total Operation Expenses $,Total Sales Expenses $,Total Customer Srv & Information Expenses $,CAE Total Customer Accounts Expenses $,Total Admin & General Expenses $,Total Regional Trans & Mark Operation Exps  $,A&G Total Operation Expenses $,A&G Oper Injuries & Damages $
2000,Southern California Edison Co,CA,71961788,26188668,98499457,103189797,4278845,104411899,194909114,499985946,0,490836622,30824593
1999,Southern California Edison Co,CA,177824973,26884036,96185651,83425110,7940048,101462670,212439334,542398689,0,534851142,34338989
1998,Southern California Edison Co,CA,159366862,32997107,127748275,76005318,7976998,97933376,241385187,544921007,0,536120419,29579790
1997,Southern California Edison Co,CA,42820486,29131955,103239506,74683735,15266003,98061695,183902257,570899145,0,559473363,35323658
1996,Southern California Edison Co,CA,39737742,28293844,82135819,79552658,492613,97968949,156296749,589830067,0,576188826,42416157
1995,Southern California Edison Co,CA,48679973,32355481,86711983,90463609,0,75714656,158287164,645331640,0,631954535,43670789
1994,Southern California Edison Co,CA,48221845,31727335,110424276,89932400,0,175631486,162810461,661001973,0,647262658,34332673
2019,Southern Electric Generating Co,AL,497924,344952,0,0,0,0,0,6057961,0,6057961,48220
2018,Southern Electric Generating Co,AL,461523,316322,0,0,0,0,0,5501947,0,5501947,48550
2017,Southern Electric Generating Co,AL,503068,258631,0,0,0,0,0,5032486,0,5032486,39029
2016,Southern Electric Generating Co,AL,469225,289044,0,0,0,0,0,6021851,0,6021851,36766
2015,Southern Electric Generating Co,AL,511495,249679,0,0,0,0,0,7072702,0,7072702,34323
2014,Southern Electric Generating Co,AL,514848,179947,0,0,0,0,0,8003359,0,8003359,30947
2013,Southern Electric Generating Co,AL,519557,273370,0,0,0,0,0,8815315,0,8815315,28959
2012,Southern Electric Generating Co,AL,543201,307382,0,0,0,0,0,6156518,0,6156518,30914
2011,Southern Electric Generating Co,AL,553835,177266,0,0,0,0,0,6316178,0,6316178,25320
2010,Southern Electric Generating Co,AL,572505,352428,0,0,0,0,0,6829108,0,6829108,24015
2009,Southern Electric Generating Co,AL,583767,393210,0,0,0,0,0,5551093,0,5551093,23354
2008,Southern Electric Generating Co,AL,615877,1068993,0,0,0,0,0,4591328,0,4587355,30339
2007,Southern Electric Generating Co,AL,1446682,1331263,0,0,0,0,0,3790587,0,3787227,39234
2006,Southern Electric Generating Co,AL,535425,674668,0,0,0,0,0,4023030,0,4023030,210794
2005,Southern Electric Generating Co,AL,736924,576274,0,0,0,0,0,3508874,0,3508874,18597
2004,Southern Electric Generating Co,AL,469737,683584,0,0,0,0,0,2330014,0,2330014,19864
2003,Southern Electric Generating Co,AL,481402,1423422,0,0,0,0,0,2488887,0,2488887,18879
2002,Southern Electric Generating Co,AL,455122,734875,0,0,0,0,0,906447,0,906447,11983
2001,Southern Electric Generating Co,AL,353531,685835,0,0,0,0,0,1443630,0,1443630,776
2000,Southern Electric Generating Co,AL,283196,618858,0,0,0,0,0,1303333,0,1303333,0
1999,Southern Electric Generating Co,AL,281241,586649,0,0,0,0,0,1413913,0,1413913,0
1998,Southern Electric Generating Co,AL,267291,711034,0,0,0,0,0,1862625,0,1862625,0
1997,Southern Electric Generating Co,AL,258154,699907,0,0,0,0,0,2078379,0,2078379,6
1996,Southern Electric Generating Co,AL,283567,869830,0,0,0,0,0,3329471,0,3329471,321902
1995,Southern Electric Generating Co,AL,391882,830714,0,0,0,0,0,2630317,0,2630317,0
1994,Southern Electric Generating Co,AL,508006,740831,0,0,0,0,0,3634619,0,3634619,2684
2019,Southern Indiana Gas & Electric Co,IN,17769974,2991155,8254472,9298365,11170272,603387,4767433,64262734,0,63971210,1527927
2018,Southern Indiana Gas & Electric Co,IN,18297551,3337244,8425268,8666209,10831420,537310,5971941,39912777,0,39621592,1917006
2017,Southern Indiana Gas & Electric Co,IN,15108745,2693244,8539072,7515479,9117302,552249,6402295,42948024,0,42576048,1456670
2016,Southern Indiana Gas & Electric Co,IN,18479267,2726917,8671771,6678463,10444038,616926,5907517,38838529,0,38549465,1307519
2015,Southern Indiana Gas & Electric Co,IN,15453442,2431714,8487145,6974131,8293666,322749,6188761,36736294,0,36504821,1431286
2014,Southern Indiana Gas & Electric Co,IN,13569681,1996115,9345109,6535620,12227376,591968,5880047,39876027,0,39669844,1512346
2013,Southern Indiana Gas & Electric Co,IN,11952332,1723969,9590092,5606329,13258847,619426,6426540,39735461,0,39097214,1476407
2012,Southern Indiana Gas & Electric Co,IN,10311833,2002425,9903293,5956935,9237846,607972,6579712,37615885,0,37170354,1553225
2011,Southern Indiana Gas & Electric Co,IN,12260171,1619118,8994847,7213977,3884936,641411,7246114,37867460,0,37453555,1707243
2010,Southern Indiana Gas & Electric Co,IN,12013011,1583794,8360501,7338709,2285594,614436,7382433,38556070,0,38133282,2019751
2009,Southern Indiana Gas & Electric Co,IN,9372372,1017260,8536304,7822826,1364198,875000,7247629,38067511,0,37605245,1713588
2008,Southern Indiana Gas & Electric Co,IN,7768420,1295683,9315126,6520207,1305464,647703,6590635,32618171,0,32183384,1582766
2007,Southern Indiana Gas & Electric Co,IN,2901290,850573,4240993,5343091,588053,620991,6357762,33162654,0,32795651,1456369
2006,Southern Indiana Gas & Electric Co,IN,1942727,768293,4216975,5508158,249329,704866,6016537,28199903,0,27894466,1558986
2005,Southern Indiana Gas & Electric Co,IN,1684702,864242,4378295,4297973,202544,826989,5876545,29684539,0,29306681,2422958
2004,Southern Indiana Gas & Electric Co,IN,1220880,148197,4605464,4290685,174437,892003,4819232,25355948,0,25167695,1514841
2003,Southern Indiana Gas & Electric Co,IN,1269275,276375,4082999,5049961,312362,350649,3938085,27152888,0,26961688,1091212
2002,Southern Indiana Gas & Electric Co,IN,1117416,236735,4356440,3401846,232809,419346,3902748,25348607,0,25042974,1431301
2001,Southern Indiana Gas & Electric Co,IN,1229870,429288,5522174,2336025,918193,1004463,4084073,31068849,0,30519288,901702
2000,Southern Indiana Gas & Electric Co,IN,1362397,620090,4632194,2544737,930227,333056,2394952,42637954,0,41207115,270976
1999,Southern Indiana Gas & Electric Co,IN,1064053,535208,4684272,2506194,1951165,590487,2548966,24531482,0,21858702,809409
1998,Southern Indiana Gas & Electric Co,IN,625772,509101,5652099,2286906,1762705,285338,4825703,20303047,0,18971248,378477
1997,Southern Indiana Gas & Electric Co,IN,554702,795924,5242917,1917211,2142108,358647,3653960,20269767,0,19226311,42517
1996,Southern Indiana Gas & Electric Co,IN,387823,931282,6041199,1928867,1815704,209731,2867267,22208316,0,21366558,1100459
1995,Southern Indiana Gas & Electric Co,IN,474488,743580,6784849,1864681,2632102,244581,2677212,18163091,0,17304621,1177969
1994,Southern Indiana Gas & Electric Co,IN,354947,1076184,6015743,1650925,2815501,245216,2679127,17494090,0,16587253,829098
2019,Southwest Power Pool Inc,AR,27436021,1839211,0,0,0,2132249,4394706,110863997,10924521,98329742,930420
2018,Southwest Power Pool Inc,AR,25671197,1803138,0,0,0,2020477,4773247,107971473,10664372,94460430,933697
2016,Southwest Power Pool Inc,AR,23169223,2002102,0,0,0,1980335,4596965,103623286,9808562,92801334,921400
2015,Southwest Power Pool Inc,AR,20720878,1865045,0,0,0,2003858,4604413,91811358,9710598,82117499,934976
2014,Southwest Power Pool Inc,AR,21766610,1919543,0,0,0,2278550,3954128,98450329,10365359,87446026,905700
2013,Southwest Power Pool Inc,AR,22954098,1554375,0,0,0,2135985,3643501,88269354,8343727,79859640,841244
2012,Southwest Power Pool Inc,AR,6829683,302370,0,0,0,715185,3295267,95664977,5616371,87998712,800552
2011,Southwest Power Pool Inc,AR,6288905,989910,0,0,0,459504,2775621,86057458,5418599,80419927,771128
2010,Southwest Power Pool Inc,AR,6545942,1258028,0,0,0,382972,2412275,74381285,5092004,70550714,900885
2009,Southwest Power Pool Inc,AR,6876082,1423494,0,0,0,315501,2135198,68707202,5079230,66589672,506590
2008,Southwest Power Pool Inc,AR,5380365,1316666,0,0,0,276591,1870822,55459163,5040573,54682456,712942
2007,Southwest Power Pool Inc,AR,4450415,173071,0,0,0,262486,1525306,45826895,5289371,45217458,826710
2006,Southwest Power Pool Inc,AR,3237492,433704,0,0,0,271957,1045403,48350823,4467620,44592640,32918
2005,Southwest Power Pool Inc,AR,0,0,0,0,0,0,0,43138438,0,41195942,0
2019,Southwestern Electric Power Co,LA,102038124,16337713,58104980,32211750,252973,22469487,22710944,65637469,2068105,58938771,3442989
2018,Southwestern Electric Power Co,LA,124214041,12842406,49447852,34351408,181447,22845853,20466354,68649844,1631782,61616896,5390984
2017,Southwestern Electric Power Co,LA,108416761,11355525,52182770,33730002,153209,15361755,19947589,68484238,1118077,61327005,4352353
2016,Southwestern Electric Power Co,LA,110389277,9911509,44574281,32623547,118422,17268315,20474991,75617116,1141446,67114898,5224155
2015,Southwestern Electric Power Co,LA,86491812,10289388,53379416,30746712,140322,19057237,21412991,70385819,1412457,62912453,4448143
2014,Southwestern Electric Power Co,LA,70631606,9841115,47654040,25637552,163427,15240495,22604151,72365699,1533356,66122935,4713246
2013,Southwestern Electric Power Co,LA,57150000,8766731,43184631,25642987,84639,15771759,21582430,64548531,1235109,59275987,3949348
2012,Southwestern Electric Power Co,LA,37738718,7231640,37224415,27960522,-5,12379308,22994340,70056050,1405832,65315978,3838212
2011,Southwestern Electric Power Co,LA,26319851,7526618,47852015,26421923,31,10337691,24366494,75607602,1510916,70768930,4543773
2010,Southwestern Electric Power Co,LA,28098253,5899584,29757897,37613234,-22,8712720,22070015,79891760,1707099,75073664,3299431
2009,Southwestern Electric Power Co,LA,24023170,5603949,26460927,22491048,230,6923394,22948215,74641460,420429,69645125,2623014
2008,Southwestern Electric Power Co,LA,24002616,7133525,34501443,27936945,0,6770479,23977441,65597916,896947,59899523,2593596
2007,Southwestern Electric Power Co,LA,24554313,6746039,25267964,26959022,0,4580147,25618506,62792402,928027,57053070,-250509
2006,Southwestern Electric Power Co,LA,14674250,6983575,28949621,24673661,-409,4173967,24222822,68328903,997501,62498109,3651104
2005,Southwestern Electric Power Co,LA,21281542,7090425,35211648,23325821,2433,4229230,26936356,49926110,0,45545972,2296119
2004,Southwestern Electric Power Co,LA,24879144,5904904,24078727,20418781,2161,3948874,20807508,58151687,0,54328454,2548152
2003,Southwestern Electric Power Co,LA,11762959,5205491,23749551,22189552,4747,3473353,21275556,58708994,0,53807916,2896494
2002,Southwestern Electric Power Co,LA,12541948,6604923,22087433,18476428,13078,5555300,22243883,65824708,0,61734194,4418843
2001,Southwestern Electric Power Co,LA,14628766,5346289,31009311,16092677,13487,5419127,18342418,66021484,0,64047042,3202193
2000,Southwestern Electric Power Co,LA,13031940,4387762,33104839,13370189,6743,8631921,16271358,72049682,0,68786313,3267521
1999,Southwestern Electric Power Co,LA,16953981,5015575,20325016,11145493,0,7831649,14795599,57035475,0,53200923,3336247
1998,Southwestern Electric Power Co,LA,9121289,3309745,13518337,10521297,0,7567399,10144763,72065291,0,67857312,1422746
1997,Southwestern Electric Power Co,LA,22102804,3180625,12664559,12018447,12941,16049159,7887347,70155327,0,66519943,2794241
1996,Southwestern Electric Power Co,LA,10372455,2763939,10723441,9592611,31394,8133148,8806125,77824500,0,74754802,3068061
1995,Southwestern Electric Power Co,LA,11251665,2481940,13840427,7877554,3808024,4228989,9747925,62413574,0,59239643,2986697
1994,Southwestern Electric Power Co,LA,7014495,2958037,17494761,11402386,3694231,2876102,15295270,52724171,0,50061177,2882074
2019,Southwestern Public Service Co,TX,197771805,2611392,11008804,24659680,272795,19134217,19252557,112672286,8492675,112559973,9010326
2018,Southwestern Public Service Co,TX,192716500,2927491,9637599,29101956,233108,20397654,16383883,109599019,8873486,109403569,5364869
2017,Southwestern Public Service Co,TX,187239302,4282435,12462934,23656915,127744,18484337,18382126,105745817,8338286,105454990,2422752
2016,Southwestern Public Service Co,TX,166874163,6433308,12184987,18808811,135891,19019082,20045207,101761348,6652733,100932218,2785187
2015,Southwestern Public Service Co,TX,141480955,4112753,14667172,23588469,149386,16439095,15664084,107891774,7878205,107241834,3937047
2014,Southwestern Public Service Co,TX,121937048,4552969,12519694,23640635,188033,15173820,15672581,100213742,7442791,99771296,3439545
2013,Southwestern Public Service Co,TX,111386344,4341567,11158678,24020521,189227,15588042,15422787,96827629,6172744,96602774,5977074
2012,Southwestern Public Service Co,TX,98243487,4209345,10808483,23747158,730234,16225184,15023452,84026034,4390273,83926560,5106679
2011,Southwestern Public Service Co,TX,77524167,4385575,12749523,25109299,654850,18878499,15724340,84304910,3773159,84072387,4081209
2010,Southwestern Public Service Co,TX,61514805,3831956,13663530,17632423,577987,15258525,18012580,86164432,4023817,85998532,4329443
