Year,Utility Name,State,Total Retail Sales MWh,Total Electricity Customers
1999,Fall River Rural Electric Coop Inc,ID,189720,10582
1998,Fall River Rural Electric Coop Inc,ID,173353,10233
1997,Fall River Rural Electric Coop Inc,ID,171680,9870
2004,First Electric Coop Corp,AR,1491023,74764
2003,First Electric Coop Corp,AR,1439457,72346
2002,First Electric Coop Corp,AR,1446264,70176
2001,First Electric Coop Corp,AR,1377433,68675
2000,First Electric Coop Corp,AR,1388946,67245
2019,Fitchburg Gas & Electric Light Co,MA,432835,30020
2018,Fitchburg Gas & Electric Light Co,MA,451320,29904
2017,Fitchburg Gas & Electric Light Co,MA,438488,29633
2016,Fitchburg Gas & Electric Light Co,MA,433432,29385
2015,Fitchburg Gas & Electric Light Co,MA,453208,29218
2014,Fitchburg Gas & Electric Light Co,MA,447419,29101
2013,Fitchburg Gas & Electric Light Co,MA,448103,29063
2012,Fitchburg Gas & Electric Light Co,MA,432806,28883
2011,Fitchburg Gas & Electric Light Co,MA,473243,28854
2010,Fitchburg Gas & Electric Light Co,MA,467966,28731
2009,Fitchburg Gas & Electric Light Co,MA,442400,28474
2008,Fitchburg Gas & Electric Light Co,MA,463505,28392
2007,Fitchburg Gas & Electric Light Co,MA,484773,28372
2006,Fitchburg Gas & Electric Light Co,MA,510957,28248
2005,Fitchburg Gas & Electric Light Co,MA,513866,27973
2004,Fitchburg Gas & Electric Light Co,MA,549168,27713
2003,Fitchburg Gas & Electric Light Co,MA,515669,27447
2002,Fitchburg Gas & Electric Light Co,MA,493105,26479
2001,Fitchburg Gas & Electric Light Co,MA,459698,26195
2000,Fitchburg Gas & Electric Light Co,MA,472346,26022
1999,Fitchburg Gas & Electric Light Co,MA,502612,25878
1998,Fitchburg Gas & Electric Light Co,MA,483748,28936
1997,Fitchburg Gas & Electric Light Co,MA,457737,26219
1996,Fitchburg Gas & Electric Light Co,MA,520517,25456
1995,Fitchburg Gas & Electric Light Co,MA,427181,25251
1994,Fitchburg Gas & Electric Light Co,MA,417211,26465
2004,Florida Keys Electric Coop Association Inc,FL,671672,30960
2003,Florida Keys Electric Coop Association Inc,FL,698553,30804
2002,Florida Keys Electric Coop Association Inc,FL,679368,30579
2001,Florida Keys Electric Coop Association Inc,FL,638747,30338
2000,Florida Keys Electric Coop Association Inc,FL,629983,30060
1998,Florida Keys Electric Coop Association Inc,FL,624734,29369
1997,Florida Keys Electric Coop Association Inc,FL,553151,28859
2019,Florida Power & Light Co,FL,111929428,5061527
2018,Florida Power & Light Co,FL,110053141,4961329
2017,Florida Power & Light Co,FL,108870964,4901886
2016,Florida Power & Light Co,FL,109662646,4840280
2015,Florida Power & Light Co,FL,109820397,4775381
2014,Florida Power & Light Co,FL,104389052,4708829
2013,Florida Power & Light Co,FL,102783857,4626934
2012,Florida Power & Light Co,FL,102225548,4576450
2011,Florida Power & Light Co,FL,103327442,4547052
2010,Florida Power & Light Co,FL,104556506,4520332
2009,Florida Power & Light Co,FL,102754569,4499084
2008,Florida Power & Light Co,FL,102918807,4509743
2007,Florida Power & Light Co,FL,105414902,4496597
2006,Florida Power & Light Co,FL,103658566,4409570
2005,Florida Power & Light Co,FL,102296438,4321896
2004,Florida Power & Light Co,FL,99094872,4224524
2003,Florida Power & Light Co,FL,99495659,4117233
2002,Florida Power & Light Co,FL,95522890,4019817
2001,Florida Power & Light Co,FL,90211730,3935296
2000,Florida Power & Light Co,FL,87959342,3848363
1999,Florida Power & Light Co,FL,84601566,3756027
1998,Florida Power & Light Co,FL,85130914,3680481
1997,Florida Power & Light Co,FL,79853936,3615508
1996,Florida Power & Light Co,FL,77333226,3550757
1995,Florida Power & Light Co,FL,76246931,3488811
1994,Florida Power & Light Co,FL,73607621,3422192
2004,Flowell Electric Association Inc,UT,23664,411
2003,Flowell Electric Association Inc,UT,23390,280
2002,Flowell Electric Association Inc,UT,26396,272
2000,Flowell Electric Association Inc,UT,20986,254
1999,Flowell Electric Association Inc,UT,17712,249
1997,Flowell Electric Association Inc,UT,17133,299
1996,Flowell Electric Association Inc,UT,19319,300
2004,Frontier Communications Corp,LA,83296,0
2003,Frontier Communications Corp,LA,1116166,73921
2002,Frontier Communications Corp,LA,1973150,123395
2001,Frontier Communications Corp,LA,1988732,126301
2000,Frontier Communications Corp,LA,1943373,142869
1999,Frontier Communications Corp,LA,1803847,116056
1998,Frontier Communications Corp,LA,1743899,112885
1997,Frontier Communications Corp,LA,1719868,110946
1996,Frontier Communications Corp,LA,1689861,108705
1995,Frontier Communications Corp,LA,1592878,106034
1994,Frontier Communications Corp,LA,1560732,102966
2019,Georgia Power Co,GA,84700194,2572624
2018,Georgia Power Co,GA,85492162,2536685
2017,Georgia Power Co,GA,82400878,2501474
2016,Georgia Power Co,GA,84872503,2468873
2015,Georgia Power Co,GA,83804165,2439238
2014,Georgia Power Co,GA,83740365,2410043
2013,Georgia Power Co,GA,81178648,2387729
2012,Georgia Power Co,GA,81742411,2370984
2011,Georgia Power Co,GA,84299772,2360489
2010,Georgia Power Co,GA,87160371,2359767
2009,Georgia Power Co,GA,81346510,2354533
2008,Georgia Power Co,GA,84304394,2346768
2007,Georgia Power Co,GA,86084305,2324876
2006,Georgia Power Co,GA,84555891,2287989
2005,Georgia Power Co,GA,78982218,2097809
2004,Georgia Power Co,GA,77904202,2059964
2003,Georgia Power Co,GA,75018318,2019936
2002,Georgia Power Co,GA,75432469,1979814
2001,Georgia Power Co,GA,72544819,1939387
2000,Georgia Power Co,GA,74434054,1898938
1999,Georgia Power Co,GA,70972000,1854313
1998,Georgia Power Co,GA,70169486,1811946
1997,Georgia Power Co,GA,65669216,1769682
1996,Georgia Power Co,GA,65377412,1730889
1995,Georgia Power Co,GA,62932458,1694689
1994,Georgia Power Co,GA,59240811,1661659
2019,Golden Spread Electric Coop Inc,TX,0,16
2018,Golden Spread Electric Coop Inc,TX,0,16
2017,Golden Spread Electric Coop Inc,TX,0,16
2016,Golden Spread Electric Coop Inc,TX,0,16
2015,Golden Spread Electric Coop Inc,TX,0,16
2014,Golden Spread Electric Coop Inc,TX,0,16
2013,Golden Spread Electric Coop Inc,TX,0,16
2012,Golden Spread Electric Coop Inc,TX,0,16
2011,Golden Spread Electric Coop Inc,TX,0,16
2010,Golden Spread Electric Coop Inc,TX,0,16
2009,Golden Spread Electric Coop Inc,TX,0,0
2008,Golden Spread Electric Coop Inc,TX,0,0
2007,Golden Spread Electric Coop Inc,TX,0,0
2006,Golden Spread Electric Coop Inc,TX,0,17
2005,Golden Spread Electric Coop Inc,TX,0,17
2004,Golden Spread Electric Coop Inc,TX,0,17
2003,Golden Spread Electric Coop Inc,TX,0,12
2002,Golden Spread Electric Coop Inc,TX,0,12
2001,Golden Spread Electric Coop Inc,TX,0,11
2000,Golden Spread Electric Coop Inc,TX,0,11
1999,Golden Spread Electric Coop Inc,TX,0,11
1998,Golden Spread Electric Coop Inc,TX,0,11
1997,Golden Spread Electric Coop Inc,TX,0,0
1996,Golden Spread Electric Coop Inc,TX,0,11
1995,Golden Spread Electric Coop Inc,TX,0,11
1994,Golden Spread Electric Coop Inc,TX,0,11
2019,Golden State Water Co,CA,132036,24362
2018,Golden State Water Co,CA,128040,24305
2017,Golden State Water Co,CA,127985,23960
2016,Golden State Water Co,CA,128821,23866
2015,Golden State Water Co,CA,133665,23755
2014,Golden State Water Co,CA,126850,23656
2013,Golden State Water Co,CA,134129,23511
2012,Golden State Water Co,CA,130783,23393
2011,Golden State Water Co,CA,136723,23356
2010,Golden State Water Co,CA,132167,23257
2009,Golden State Water Co,CA,136365,23234
2008,Golden State Water Co,CA,137358,23172
2007,Golden State Water Co,CA,140441,23273
2006,Golden State Water Co,CA,122059,30341
2005,Golden State Water Co,CA,112662,26096
2004,Golden State Water Co,CA,137856,22479
2003,Golden State Water Co,CA,132848,23946
2002,Golden State Water Co,CA,131827,21749
2004,Graham County Electric Coop Inc,AZ,121193,8718
2003,Graham County Electric Coop Inc,AZ,120872,8580
2002,Graham County Electric Coop Inc,AZ,123177,8448
2001,Graham County Electric Coop Inc,AZ,115135,8348
2000,Graham County Electric Coop Inc,AZ,120217,8263
1999,Graham County Electric Coop Inc,AZ,110527,8179
1998,Graham County Electric Coop Inc,AZ,102319,7946
2019,Granite State Electric Co,NH,898285,44586
2018,Granite State Electric Co,NH,917100,44145
2017,Granite State Electric Co,NH,893577,43911
2016,Granite State Electric Co,NH,909124,43692
2015,Granite State Electric Co,NH,931776,43705
2014,Granite State Electric Co,NH,910825,43189
2013,Granite State Electric Co,NH,552273,41957
2012,Granite State Electric Co,NH,564671,41272
2011,Granite State Electric Co,NH,600763,41584
2010,Granite State Electric Co,NH,604429,41293
2009,Granite State Electric Co,NH,599938,41231
2008,Granite State Electric Co,NH,639471,41158
2007,Granite State Electric Co,NH,659619,40661
2006,Granite State Electric Co,NH,749209,40806
2005,Granite State Electric Co,NH,804074,40388
2004,Granite State Electric Co,NH,859152,40147
2003,Granite State Electric Co,NH,833590,39074
2002,Granite State Electric Co,NH,808401,38672
2001,Granite State Electric Co,NH,792410,38118
2000,Granite State Electric Co,NH,760175,37650
1999,Granite State Electric Co,NH,754128,37031
1998,Granite State Electric Co,NH,718452,36501
1997,Granite State Electric Co,NH,693879,35910
1996,Granite State Electric Co,NH,699569,35824
1995,Granite State Electric Co,NH,683024,35644
1994,Granite State Electric Co,NH,680247,35255
1999,Great Bay Power Corp,NH,0,10
1998,Great Bay Power Corp,NH,0,10
1997,Great Bay Power Corp,NH,0,10
1996,Great Bay Power Corp,NH,0,9
1995,Great Bay Power Corp,NH,0,12
1994,Great Bay Power Corp,NH,0,15
2007,Great River Hydro LLC,MA,0,1
2006,Great River Hydro LLC,MA,0,1
2005,Great River Hydro LLC,MA,0,0
2019,Green Mountain Power Corp,VT,4128426,266203
2018,Green Mountain Power Corp,VT,4222266,264811
2017,Green Mountain Power Corp,VT,4146863,263532
2016,Green Mountain Power Corp,VT,4222833,262008
2015,Green Mountain Power Corp,VT,4229975,260216
2014,Green Mountain Power Corp,VT,4281681,259197
2013,Green Mountain Power Corp,VT,4348322,258874
2012,Green Mountain Power Corp,VT,2428318,136210
2011,Green Mountain Power Corp,VT,1895087,95542
2010,Green Mountain Power Corp,VT,1912336,95154
2009,Green Mountain Power Corp,VT,1872798,94720
2008,Green Mountain Power Corp,VT,1959380,94211
2007,Green Mountain Power Corp,VT,1971720,93483
2006,Green Mountain Power Corp,VT,1961042,92459
2005,Green Mountain Power Corp,VT,2006703,90358
2004,Green Mountain Power Corp,VT,1969925,89102
2003,Green Mountain Power Corp,VT,1933728,88142
2002,Green Mountain Power Corp,VT,1943455,87120
2001,Green Mountain Power Corp,VT,1956147,86320
2000,Green Mountain Power Corp,VT,1951065,85230
1999,Green Mountain Power Corp,VT,1901783,84000
1998,Green Mountain Power Corp,VT,1840948,83564
1997,Green Mountain Power Corp,VT,1807537,82758
1996,Green Mountain Power Corp,VT,1777589,82126
1995,Green Mountain Power Corp,VT,1719014,81471
1994,Green Mountain Power Corp,VT,1695597,80522
2006,GridAmerica LLC,OH,0,0
2005,GridAmerica LLC,OH,0,0
2004,GridAmerica LLC,OH,0,0
2019,GridLiance High Plains LLC,IL,0,0
2018,GridLiance High Plains LLC,IL,0,0
2017,GridLiance High Plains LLC,IL,0,0
2016,GridLiance High Plains LLC,IL,0,0
2019,GridLiance West LLC,IL,0,0
2018,GridLiance West LLC,IL,0,0
2017,GridLiance West LLC,IL,0,0
2019,Gulf Power Co,FL,11120102,464883
2018,Gulf Power Co,FL,11132383,464683
2017,Gulf Power Co,FL,10808617,459050
2016,Gulf Power Co,FL,11081505,453137
2015,Gulf Power Co,FL,11085872,447558
2014,Gulf Power Co,FL,11075062,442370
2013,Gulf Power Co,FL,10619889,437697
2012,Gulf Power Co,FL,10662634,434441
2011,Gulf Power Co,FL,11040287,432403
2010,Gulf Power Co,FL,11359196,430030
2009,Gulf Power Co,FL,10902824,428206
2008,Gulf Power Co,FL,11543400,429304
2007,Gulf Power Co,FL,11520889,427663
2006,Gulf Power Co,FL,11428880,415185
2005,Gulf Power Co,FL,11238895,404087
2004,Gulf Power Co,FL,11046409,398199
2003,Gulf Power Co,FL,10884789,389808
2002,Gulf Power Co,FL,10771897,381520
2001,Gulf Power Co,FL,10173245,374561
2000,Gulf Power Co,FL,10112965,367740
1999,Gulf Power Co,FL,9559183,360113
1998,Gulf Power Co,FL,9402018,350447
1997,Gulf Power Co,FL,8938530,340944
1996,Gulf Power Co,FL,8794459,330571
1995,Gulf Power Co,FL,8534484,325119
1994,Gulf Power Co,FL,8165246,318578
1996,Gustavus Electric Inc,AK,1625,333
2006,Hagerstown MD (City of),MD,355971,17580
2005,Hagerstown MD (City of),MD,346895,17206
2004,Hagerstown MD (City of),MD,350558,17105
2003,Hagerstown MD (City of),MD,352768,17046
2002,Hagerstown MD (City of),MD,332733,17161
2000,Hagerstown MD (City of),MD,330192,17078
1999,Hagerstown MD (City of),MD,319397,17001
1998,Hagerstown MD (City of),MD,312986,16957
1997,Hagerstown MD (City of),MD,375081,17066
1996,Hagerstown MD (City of),MD,354758,17493
1994,Hagerstown MD (City of),MD,308741,17453
1993,Hagerstown MD (City of),MD,294760,17466
2001,Hardee Power Partners Ltd,FL,0,0
2000,Hardee Power Partners Ltd,FL,0,0
1999,Hardee Power Partners Ltd,FL,0,0
1998,Hardee Power Partners Ltd,FL,0,0
1997,Hardee Power Partners Ltd,FL,0,0
1996,Hardee Power Partners Ltd,FL,0,2
1995,Hardee Power Partners Ltd,FL,0,2
1994,Hardee Power Partners Ltd,FL,0,2
2004,Harney Electric Coop Inc,OR,164796,3594
2002,Harney Electric Coop Inc,OR,165312,3474
2001,Harney Electric Coop Inc,OR,168502,3400
2000,Harney Electric Coop Inc,OR,155743,3324
1999,Harney Electric Coop Inc,OR,143392,3252
1998,Harney Electric Coop Inc,OR,119024,3188
1997,Harney Electric Coop Inc,OR,159440,3137
1996,Harney Electric Coop Inc,OR,194665,3096
1995,Harney Electric Coop Inc,OR,197974,3082
1993,Harney Electric Coop Inc,OR,202171,2972
2008,Hawaii Electric Light Co Inc,HI,1141030,79386
2007,Hawaii Electric Light Co Inc,HI,1162684,77933
2006,Hawaii Electric Light Co Inc,HI,1148761,75351
2005,Hawaii Electric Light Co Inc,HI,1116487,72521
2008,Hawaiian Electric Co Inc,HI,7555962,294327
2007,Hawaiian Electric Co Inc,HI,7675354,293847
2006,Hawaiian Electric Co Inc,HI,7700606,292616
2005,Hawaiian Electric Co Inc,HI,7721296,290038
2004,Hawaiian Electric Co Inc,HI,7732834,287257
2003,Hawaiian Electric Co Inc,HI,7522230,284547
2002,Hawaiian Electric Co Inc,HI,7390367,281871
2001,Hawaiian Electric Co Inc,HI,7276681,279479
2000,Hawaiian Electric Co Inc,HI,7211760,276394
1999,Hawaiian Electric Co Inc,HI,6997936,273968
1998,Hawaiian Electric Co Inc,HI,6938326,272315
1997,Hawaiian Electric Co Inc,HI,7040291,271409
1996,Hawaiian Electric Co Inc,HI,7091147,270294
1995,Hawaiian Electric Co Inc,HI,6962794,268223
1994,Hawaiian Electric Co Inc,HI,6797364,264572
2015,Hermiston Generating Co LP,OR,0,0
2014,Hermiston Generating Co LP,OR,0,0
2013,Hermiston Generating Co LP,OR,0,0
2012,Hermiston Generating Co LP,OR,0,0
2011,Hermiston Generating Co LP,OR,0,0
2010,Hermiston Generating Co LP,OR,0,0
2009,Hermiston Generating Co LP,OR,0,0
2008,Hermiston Generating Co LP,OR,0,1
2007,Hermiston Generating Co LP,OR,0,0
2006,Hermiston Generating Co LP,OR,0,0
2005,Hermiston Generating Co LP,OR,0,0
2004,Hermiston Generating Co LP,OR,0,0
2003,Hermiston Generating Co LP,OR,0,1
2002,Hermiston Generating Co LP,OR,0,0
2001,Hermiston Generating Co LP,OR,0,1
2000,Hermiston Generating Co LP,OR,0,1
1999,Hermiston Generating Co LP,OR,0,1
1998,Hermiston Generating Co LP,OR,0,1
1997,Hermiston Generating Co LP,OR,0,1
1996,Hermiston Generating Co LP,OR,0,1
2008,Holyoke Power & Electric Co,MA,0,0
2007,Holyoke Power & Electric Co,MA,0,0
2006,Holyoke Power & Electric Co,MA,0,0
2005,Holyoke Power & Electric Co,MA,0,0
2004,Holyoke Power & Electric Co,MA,0,0
2003,Holyoke Power & Electric Co,MA,0,0
2002,Holyoke Power & Electric Co,MA,0,0
2001,Holyoke Power & Electric Co,MA,0,0
2000,Holyoke Power & Electric Co,MA,0,0
1999,Holyoke Power & Electric Co,MA,0,0
1998,Holyoke Power & Electric Co,MA,0,0
1997,Holyoke Power & Electric Co,MA,0,0
1996,Holyoke Power & Electric Co,MA,0,0
1995,Holyoke Power & Electric Co,MA,0,0
1994,Holyoke Power & Electric Co,MA,0,3
2008,HWP Company,MA,0,0
2007,HWP Company,MA,0,0
2006,HWP Company,MA,0,0
2005,HWP Company,MA,0,0
2004,HWP Company,MA,0,0
2003,HWP Company,MA,0,0
2002,HWP Company,MA,0,0
2001,HWP Company,MA,74138,33
2000,HWP Company,MA,94068,33
1999,HWP Company,MA,95883,34
1998,HWP Company,MA,98274,34
1997,HWP Company,MA,108664,35
1996,HWP Company,MA,110138,35
1995,HWP Company,MA,107605,41
1994,HWP Company,MA,113881,51
2004,Idaho County Light & Power Coop,ID,41343,3218
2003,Idaho County Light & Power Coop,ID,40646,3174
2002,Idaho County Light & Power Coop,ID,40889,3105
2001,Idaho County Light & Power Coop,ID,40567,3058
2000,Idaho County Light & Power Coop,ID,40333,3007
1999,Idaho County Light & Power Coop,ID,40169,2942
1998,Idaho County Light & Power Coop,ID,39387,2848
1997,Idaho County Light & Power Coop,ID,40012,2739
2019,Idaho Power Co,ID,14536714,565077
2018,Idaho Power Co,ID,14586522,551455
2017,Idaho Power Co,ID,14570954,539590
2016,Idaho Power Co,ID,14195750,529901
2015,Idaho Power Co,ID,14264493,520546
2014,Idaho Power Co,ID,14092367,511957
2013,Idaho Power Co,ID,14619354,504653
2012,Idaho Power Co,ID,14085316,498282
2011,Idaho Power Co,ID,13734430,493532
2010,Idaho Power Co,ID,13512504,490705
2009,Idaho Power Co,ID,13948280,488175
2008,Idaho Power Co,ID,14543714,484535
2007,Idaho Power Co,ID,14541825,477094
2006,Idaho Power Co,ID,13939314,464969
2005,Idaho Power Co,ID,13288812,448819
2004,Idaho Power Co,ID,13239589,433465
2003,Idaho Power Co,ID,12980031,420439
2002,Idaho Power Co,ID,12894068,407828
2001,Idaho Power Co,ID,13031025,398291
2000,Idaho Power Co,ID,14598388,388609
1999,Idaho Power Co,ID,13765784,378401
1998,Idaho Power Co,ID,13368843,367597
1997,Idaho Power Co,ID,13240421,357077
1996,Idaho Power Co,ID,13035466,346469
1995,Idaho Power Co,ID,11982514,335288
1994,Idaho Power Co,ID,12194302,324196
2013,Illinois Power Generating Co,IL,0,0
2012,Illinois Power Generating Co,IL,0,0
2011,Illinois Power Generating Co,IL,0,0
2010,Illinois Power Generating Co,IL,0,0
2009,Illinois Power Generating Co,IL,0,0
2008,Illinois Power Generating Co,IL,0,0
2007,Illinois Power Generating Co,IL,0,0
2006,Illinois Power Generating Co,IL,0,0
2005,Illinois Power Generating Co,IL,0,0
2004,Illinois Power Generating Co,IL,0,0
2003,Illinois Power Generating Co,IL,0,0
2002,Illinois Power Generating Co,IL,0,0
2001,Illinois Power Generating Co,IL,0,0
2000,Illinois Power Generating Co,IL,0,1
2019,Indiana Kentucky Electric Corp,OH,0,1
2018,Indiana Kentucky Electric Corp,OH,0,1
2017,Indiana Kentucky Electric Corp,OH,0,1
2016,Indiana Kentucky Electric Corp,OH,0,1
2015,Indiana Kentucky Electric Corp,OH,0,0
2014,Indiana Kentucky Electric Corp,OH,0,0
2013,Indiana Kentucky Electric Corp,OH,0,1
2012,Indiana Kentucky Electric Corp,OH,0,1
2011,Indiana Kentucky Electric Corp,OH,0,1
2010,Indiana Kentucky Electric Corp,OH,0,1
2009,Indiana Kentucky Electric Corp,OH,0,1
2008,Indiana Kentucky Electric Corp,OH,0,1
2007,Indiana Kentucky Electric Corp,OH,0,1
2006,Indiana Kentucky Electric Corp,OH,0,1
2005,Indiana Kentucky Electric Corp,OH,0,1
2004,Indiana Kentucky Electric Corp,OH,0,1
2003,Indiana Kentucky Electric Corp,OH,0,1
2002,Indiana Kentucky Electric Corp,OH,0,1
2001,Indiana Kentucky Electric Corp,OH,0,1
2000,Indiana Kentucky Electric Corp,OH,0,0
1999,Indiana Kentucky Electric Corp,OH,0,0
1998,Indiana Kentucky Electric Corp,OH,0,0
1997,Indiana Kentucky Electric Corp,OH,0,1
1996,Indiana Kentucky Electric Corp,OH,0,1
1995,Indiana Kentucky Electric Corp,OH,0,1
1994,Indiana Kentucky Electric Corp,OH,0,1
2019,Indiana Michigan Power Co,IN,17751521,596731
2018,Indiana Michigan Power Co,IN,18488640,595229
2017,Indiana Michigan Power Co,IN,17946571,592014
